SampleID,Deseq_ABHD1,Deseq_ABLIM1,Deseq_ACADVL,Deseq_ACAT2,Deseq_ACOT8,Deseq_ACPT,Deseq_ACSM3,Deseq_ACTB,Deseq_ACTG1,Deseq_ACTL10,Deseq_ADAR,Deseq_ADCY3,Deseq_ADD3,Deseq_AEBP1,Deseq_AGAP2,Deseq_AGER,Deseq_AHNAK,Deseq_AHR,Deseq_ALG1,Deseq_ALG1L9P,proteome_HPR,proteome_PROZ,proteome_SERPINF2,proteome_FCGBP,proteome_TGFBI,proteome_CPB2,proteome_IL1RAP,proteome_SAA1,proteome_VCL,proteome_KV320.2,proteome_CFHR2,proteome_KV139,proteome_ORM2,proteome_IGHD,proteome_DBH,proteome_APOC4,proteome_PRG4.1,proteome_IGHG4,proteome_LV144,proteome_C1R,metabolome_nRPLC_299.2227_9.9,metabolome_nRPLC_209.1184_8.2,metabolome_nHILIC_296.0378_11,metabolome_nRPLC_315.2539_9.7,metabolome_nRPLC_155.0713_4.9,metabolome_pRPLC_526.2924_9.8,metabolome_pHILIC_189.1233_8.4,metabolome_nRPLC_287.2227_10.2,metabolome_nRPLC_227.1289_6.9,metabolome_pRPLC_169.0971_1.6,metabolome_nRPLC_215.1288_6.8,metabolome_nRPLC_432.1927_8.8,metabolome_nRPLC_131.0714_1.6,metabolome_nRPLC_243.1601_8,metabolome_nHILIC_191.0561_8.5,metabolome_pHILIC_200.128_6.8,metabolome_nHILIC_241.087_1.1,metabolome_nRPLC_567.3177_9.2,metabolome_nHILIC_218.1032_6.5,metabolome_nRPLC_283.1088_9.6,gut_genus_Clostridium.IV,nares_genus_Propionibacterium,nares_family_Propionibacteriaceae,gut_genus_Ruminococcus,gut_genus_Erysipelotrichaceae_incertae_sedis,nares_genus_unclassified_Neisseriaceae,nares_class_Betaproteobacteria,nares_family_Neisseriaceae,nares_order_Neisseriales,gut_genus_Dorea,nares_phylum_Proteobacteria,nares_family_Comamonadaceae,gut_genus_unclassified_Porphyromonadaceae,nares_genus_Staphylococcus,gut_family_Porphyromonadaceae,nares_order_Bacillales,gut_genus_unclassified_Clostridiales_Incertae.Sedis.XIII,nares_family_Staphylococcaceae,IL2,LEPTIN,IL5,IP10,CHEX1,IL12P40,PDGFBB,CHEX4,MIP1B,IFNB,CD40L,GCSF,RESISTIN,label
ZLTUJTN-07,0.601662565,-0.750250943,0.243813882,0.25139653,0.195451505,-0.380983777,1.009314029,-0.428482197,-0.806696163,-1.154993525,-0.392226724,0.508526158,0.257540976,-0.002971085,-0.721764224,-0.054591119,-0.49262774,-0.686175335,0.727722773,0.643850289,-0.652608341,0.545486455,1.159258188,0.46049662,-0.1865794,1.195592514,1.100080527,0.348477482,-0.016150518,0.939038143,0.518364158,-1.148085611,0.921099707,0.192952438,0.366389605,0.079250933,0.381258587,-1.296204583,0.168359202,1.247355294,-0.783877302,-0.776259595,-0.543267263,-0.410499822,-0.448338664,0.709141381,0.375815574,-0.768069721,-0.172326249,0.345053459,-0.079811177,0.715658068,-1.084056244,0.225856456,-0.857249942,0.859748288,0.386942891,1.336056002,1.957186192,0.377269784,-0.403936884,-0.583039218,-0.580502196,-0.799445499,0.033802112,-0.436524656,-0.172424253,-0.162470913,-0.162470913,-0.387052496,-0.258021206,-0.428596755,0.35790126,0.23516267,0.571717754,0.277655865,-0.165271036,0.234871412,-0.167667062,0.891946283,-0.320927739,1.404860478,0.192851376,2.126715267,0.892891317,0.967020778,-0.92321742,-0.238411851,-0.17409957,0.027093207,0.967959971,0
ZLTUJTN-09,-0.384665348,-0.750250943,-0.179065133,-1.304759836,0.765933354,0.149988159,0.061593577,-0.432187442,-1.277189793,0.644023978,-0.132505414,0.914727369,-1.209366864,-0.71842234,-0.36525553,-0.451638672,0.25611668,0.891556026,0.34730696,0.879413546,0.010082167,0.90326605,1.332021826,0.054710928,-1.575449421,0.54900075,0.510387375,0.669357458,-2.612521747,-1.42248666,0.892053822,-0.205750589,1.441380002,-0.525835199,0.778540695,1.644322329,0.2167034,-2.444280358,0.494930835,0.108009516,-0.903209966,-0.830415133,0.673889519,-0.369644672,-0.230908644,0.13808087,0.459446877,-0.491983533,0.125055679,0.613071888,-0.209788093,0.696098748,-0.782854059,-0.309085853,-0.837669444,-0.232127255,-0.642595835,0.417930712,1.770726489,1.352558808,-0.503175726,-1.023828204,-1.02451827,0.367047906,-0.456431638,-0.438929604,-0.417594108,-0.404674019,-0.404674019,-0.829712824,-0.490357639,-0.428596755,1.477223118,3.018683516,-0.007551604,3.004490291,-0.417286832,3.017606028,-0.219631164,0.996704383,-0.435466074,1.48275833,-0.16745982,2.391696474,2.145945568,1.676116617,-0.997224087,-0.296835292,-0.355360737,0.051668435,0.260969253,0
ZLTUJTN-12,-2.975225905,0.238322488,0.717249317,-0.512198993,0.653034211,-0.62283409,-1.249601877,-0.54101329,-0.530024809,-0.673732794,-0.075937471,0.863623974,-1.209366864,0.369636984,-0.287607057,0.459606034,0.140611135,0.110768733,0.732360739,0.404208509,-0.327221082,0.631534779,-0.131099451,-0.186894952,1.04593043,0.863935573,-0.163031622,-0.149655764,0.126829488,-0.491515212,1.006154981,-0.676374084,-0.314332158,-0.533943483,0.588603906,0.84905533,-1.131290116,-2.464085348,-0.143568602,1.096762206,-0.774873158,-0.520099918,0.127492564,-0.558939225,-0.507459339,-0.545345974,-0.012042208,-0.262131667,0.138310455,-0.41911311,0.75620785,-0.066475662,-0.815669419,0.064566878,-0.85967951,-0.227495218,-0.65473247,0.209497266,0.345398341,0.261123603,-0.504605761,-0.743372099,-0.744137495,-0.657703364,-0.407877046,-0.436307518,-0.413547021,-0.415474225,-0.415474225,-0.723600443,-0.489325732,-0.2018788,0.327292626,1.206428664,-0.679434129,1.199680775,-0.369174221,1.205863063,-0.204784278,0.616572383,-0.227214556,0.435464979,-0.319857291,0.367240048,0.731206897,0.257924935,-1.108234086,-0.314811735,-0.387022076,-0.144933385,0.135428846,0
ZLTUJTN-13,0.049627272,-0.750250943,-0.263222789,0.243462814,0.543924165,0.22307456,0.725343782,-0.327845158,-0.110059999,0.056782196,0.134188027,-0.377541942,-1.209366864,0.317025922,0.371408521,-1.2890255,-0.271559805,-0.311262048,0.306891129,0.751555337,0.339609628,0.988573358,0.881219355,0.350630492,0.386815057,0.053853388,1.218610358,-0.289491242,-0.966027809,-1.128762321,0.794615258,-1.429320684,0.952197217,-0.551712298,0.221133897,1.409296977,-0.574688478,-2.909990335,0.340556876,-0.036484674,-0.579478937,-0.62091308,0.125414328,0.277940537,-0.156793535,0.52528687,0.883902021,-0.281892483,0.028547544,2.857312038,0.293865437,1.086410985,0.290686676,0.344510054,-0.8566836,-0.374127242,-0.624373433,0.571369157,0.139590944,0.514157525,-0.492520907,-0.901327524,-0.902050494,-0.331321014,-0.456431638,-0.437520973,-0.46857936,-0.464903925,-0.464903925,-0.683421428,-0.530345307,0.992369622,1.413693985,1.867146787,-0.201269973,1.856947784,-0.417286832,1.866394562,-0.279018709,0.062753499,-0.456291225,0.764367024,-0.258898298,0.907801712,0.246153638,0.683382442,-0.931146706,-0.36649401,-0.218425445,-0.390685659,0.918404547,0
ZLTUJTN-15,-0.011115146,0.495130948,-1.231185206,0.592122387,-0.432061619,-2.408835155,0.485695517,0.008448926,-0.433824704,-0.700520994,0.417282053,-0.667846363,0.720294337,-1.827334876,-0.758719736,-0.130920257,1.035105868,-0.011890935,0.001218968,-0.650502613,1.428367769,0.390193738,2.200916623,-1.087478808,0.686736471,0.291008785,0.568271402,0.077690397,-0.580287283,-0.534461585,1.086165223,0.698233432,1.606132577,-0.469926989,0.390312504,1.63304372,-0.834915232,-3.384410836,0.158956689,1.232126138,-0.360893473,-1.039590055,-0.135741309,-0.408395361,-0.436087344,-0.334855277,1.170919106,-0.864741034,-0.028330485,1.06289399,-0.415583656,0.164873316,0.275981928,0.040384273,-0.490391265,-0.329953752,-0.681797905,0.095193406,-0.003524266,0.656766264,1.10173706,-0.475131085,-0.470574301,0.395491812,0.542675326,-0.432789888,0.264881837,0.175705723,0.175705723,-0.102871828,0.110293981,0.689023545,0.004173965,-0.523989031,0.4400368,-0.500658669,0.649451552,-0.524065861,-0.25989033,-0.031814832,-0.522462419,0.12449462,1.819706009,0.734135385,0.490018802,0.452361735,-0.784484621,-0.371049168,-0.263551936,0.895910446,0.508504738,0
ZLTUJTN-2011,0.422787578,-0.750250943,1.137064107,0.332453114,-0.40577379,1.706880556,0.492389697,-0.144071677,-0.804528257,1.600822039,-0.930092594,0.194494451,-0.605305561,0.413291694,0.914195398,0.347829037,-0.488451273,-0.00608236,-0.159735747,0.468822847,-1.913940735,0.362192708,1.203564571,0.18541925,0.113390591,1.277894657,-1.685125499,-0.158045341,1.210316775,-1.074511441,0.120556054,1.13304809,-1.276604879,-0.795162815,0.479042314,0.322028741,-0.195036358,-1.23414538,-0.965862543,1.432211128,-0.866667121,-1.295052327,1.342438606,-0.36160403,-0.551032795,-0.745289108,0.529684646,-0.753226976,-0.371474642,0.591849168,-0.078899148,-0.920437158,-0.447726764,0.08302394,-0.865073624,-0.17647289,-0.538179216,0.018858826,1.650092498,-0.269363805,-0.508772121,-0.936696914,-0.937410383,-0.62490368,-0.456431638,-0.438929604,-0.427456619,-0.413728092,-0.413728092,-0.956494052,-0.495903964,-0.428596755,2.805683769,2.392569478,-0.030328091,2.386687403,-0.417286832,2.391668842,-0.13797329,0.954562281,-0.39381577,0.573950051,-0.255632637,0.473232532,2.156969506,0.257924935,-0.806921231,-0.251894183,-0.116317625,0.199119799,0.867747892,0
ZLTUJTN-2021,0.903086874,0.02776903,0.58821376,0.66044646,0.629374941,0.645123296,1.46744717,-0.447582205,-0.119007536,0.83068449,0.393935338,0.347001657,-0.457866707,-0.360366134,-0.011751299,0.524199886,-0.243985769,0.178294812,-0.353693927,0.205350337,0.646314343,1.01761079,0.824412893,0.518297373,-2.06157466,0.121335025,1.044488908,1.199212402,0.70756849,-1.319458201,1.11795896,-1.542861651,0.829773209,-0.673127815,0.5095518,1.29497017,-0.251473016,-2.905025476,0.597769859,0.079103061,-0.148298776,-0.582860841,-1.430185673,0.586076918,-0.532844959,-1.02873691,1.991677922,-0.296515774,1.230336569,0.069480597,1.761888642,0.37933713,-0.055463708,1.256750967,-0.798745759,-0.474045809,-0.648951023,2.342182007,-0.611794382,0.05928958,-0.508473282,-0.233738323,-0.234640607,-0.665293092,-0.456431638,-0.438929604,-0.462876751,-0.452194964,-0.452194964,-1.008383565,-0.48946047,-0.428596755,-0.004199633,0.060097366,-0.670572269,0.053933103,-0.417286832,0.059855556,-0.197360835,0.049616082,-0.320927739,4.884297892,-1.080756127,1.125086302,0.543799956,0.541563274,-0.627190757,-0.310317624,-0.413142681,-0.243234295,0.423400922,0
ZLTUJTN-2031,0.669439951,0.046722019,0.709962174,1.445444539,0.778243401,0.693226226,1.182409694,-0.134960982,0.084692391,-0.925628274,-0.241485641,0.968782948,-0.439559755,-1.827334876,0.017718459,1.217594116,0.078653937,-1.069932922,1.189584026,0.997087278,0.007577861,0.846589315,1.339502598,0.485220744,0.331100854,-0.220234766,-2.502346722,0.325921653,0.97476361,-2.403437346,1.086316487,-1.118417379,0.917734176,-0.569921763,-0.644132499,1.430024438,-0.280636419,-2.896886314,0.016110561,0.431199709,-0.476367989,-0.139122361,-0.495426002,-0.384667531,-0.397997429,0.028763942,-2.094408418,-0.490747354,-0.493073965,-0.294810961,-0.639757881,-0.458422106,-0.007775058,0.845438344,-0.865949323,-1.358629302,0.008068561,-0.14468007,-0.426347477,-0.547411841,-0.509924784,-1.034292405,-1.03497966,-0.799445499,-0.456431638,-0.438622394,0.05502531,-0.008097614,-0.008097614,-0.294696109,-0.100632761,-0.340053638,0.407592242,-0.131585606,-0.472822984,-0.128052657,-0.417286832,-0.131773273,-0.169952714,-0.009776459,-0.355955238,2.057422171,-0.015813368,1.755215543,0.606512145,-0.223731147,0.047584284,-0.357548165,-0.060271716,1.843230366,3.789205256,0
ZLYEM2C-03,1.22157807,-0.097617152,0.912497272,0.616641311,0.284303647,0.644316086,0.226219824,0.000209524,-0.783928392,-0.588998757,-0.020249434,1.419366498,0.087538022,-0.214400341,1.119634787,1.199950968,0.377196862,0.531036755,0.457282914,-0.471923491,-2.054071222,-0.420849296,-0.984709718,0.286254628,-0.042835232,0.181078677,1.716852928,-0.751817376,0.072758058,0.199177963,-0.286727628,-0.241057904,-1.244775367,1.093497129,0.487298697,-0.121925361,-0.517213091,0.735013584,0.280254894,-0.02451918,-0.457844783,0.336654893,0.939907159,1.942862226,0.841026716,-0.408615323,-0.104316232,-0.953297797,-0.129738404,-0.018857981,-0.312102823,2.15332763,2.357388904,-0.834085482,0.622220339,1.616945482,0.522805104,0.498984128,-1.000541285,2.302278123,0.095546563,-0.585033643,-0.585841569,-0.795922039,0.463393668,-0.252277667,-0.205037988,-0.247795349,-0.247795349,0.707708537,0.315997199,3.721386113,0.884237725,-0.958391146,-0.564603421,-0.95535259,0.160537303,-0.958345275,-0.347651295,-1.29429094,-0.3342133,-0.303094212,0.041005742,0.120217052,-1.109762097,-1.36005304,-0.424331797,-0.486653506,-0.291619233,-0.230969891,-0.819501894,0
ZLZNCLZ-01,0.395181047,1.687805796,0.281961924,-0.504838383,-0.471010771,0.614604533,-0.315334249,2.251988634,2.404211535,0.466322001,2.08133128,0.455372972,1.341670582,0.401940859,1.363315477,0.151068855,2.247064304,1.018124968,0.124954394,0.01446243,-1.536529866,-0.456229342,-0.6939468,1.836023765,0.113001108,0.398106331,-0.457970895,-0.643342541,-1.36062048,0.540031305,-0.013649162,0.30308195,-0.662633801,-0.150267156,0.655385252,0.598980543,-0.210726452,0.131482289,0.135762177,-0.068749997,-0.077049073,-0.580667399,-0.154487273,1.497929101,4.927166113,-1.473264219,-1.077931328,-0.887639227,0.973360516,-0.591207054,1.524232509,-0.349561895,2.031336614,1.161773885,-0.84640602,-0.798541614,0.548179123,0.591020084,-0.551360372,-0.029064509,3.230325323,0.773541918,0.772369077,-0.352490529,-0.358005449,-0.438376625,-0.449544101,-0.459681282,-0.459681282,0.05082468,-0.051363338,-0.030230698,-0.435737694,0.371688749,-0.401485357,0.360644181,-0.189594942,0.371358928,-0.273346236,-0.725167741,0.047810932,-0.650981493,0.538963834,0.759335875,0.232341803,0.244831638,-0.739339216,-0.419617461,-0.409193748,-0.227379989,-1.08660599,0
ZLZNCLZ-03,0.608662221,0.955042948,-0.176445078,-0.454356189,0.095246634,0.747761266,0.264651288,1.7770461,1.707812216,0.268533398,1.818493574,-0.324758284,0.589406209,-0.610018186,0.910624241,0.906396019,1.78629593,0.903689039,0.12270181,-1.418193031,-1.582606278,0.042079634,0.276102518,1.436685391,-0.172354184,0.833129322,-0.713736189,0.295128922,-0.572720867,0.159502776,-0.826159174,0.730490524,-2.307457313,-0.403437386,0.729641724,0.498326685,-0.080442404,-0.501660814,-0.547696058,1.002428265,-0.123301721,-0.868509817,1.410775129,1.841137585,-0.118050081,-1.729895699,1.159458106,-1.123421771,3.311102168,-0.306313783,2.505347129,-0.194303888,2.586549205,2.643703988,-0.868989443,-0.675224741,0.177907496,0.180304093,-0.146016967,0.390304759,-0.497256341,0.133591067,0.132590117,-0.799445499,-0.306976678,-0.438929604,-0.477168512,-0.466311699,-0.466311699,4.92570652,-0.249801736,-0.276814029,-0.435737694,-0.183618474,-0.847832073,-0.19201971,0.391132588,-0.183791444,-0.250209379,-0.685575404,-0.003210252,-0.977413727,0.792112175,1.050711652,-0.219503033,-0.776005958,-0.545809562,-0.373362162,-0.241019318,0.014924486,-1.052059907,0
ZLZNCLZ-06,1.222720864,-0.750250943,-0.595123938,0.514433763,0.06554139,-0.388238103,0.802674103,-0.539970845,-0.75170254,0.990452361,-0.329358299,0.895161999,-0.537794309,0.732691048,-0.142439692,-0.851632123,-0.161008935,-0.020843746,0.828889403,0.880294275,-1.182519118,-0.070178317,1.351768251,0.91896123,0.06876059,-0.334698015,-1.132449285,0.164762273,0.954434289,0.991264931,-1.5422785,1.447790791,1.117767335,-0.201270641,0.866103667,-0.470172874,-1.399204404,-0.010382,1.136269681,0.025717233,0.006832732,-0.96477651,1.518665543,1.898607734,0.520100586,-1.509002233,-0.165121267,-0.996635873,0.279873629,-0.317371601,-0.294689789,0.187012341,1.868748241,1.520451339,-0.828294757,-0.202611486,1.240949704,1.353303212,-0.13631798,0.635168757,-0.144299117,0.456572474,0.455484772,0.25964921,-0.205472549,-0.438929604,-0.478997549,-0.465518019,-0.465518019,0.48370681,-0.533135202,-0.428596755,-0.435737694,-0.383681349,-0.099256451,-0.387661056,0.453540329,-0.38379781,-0.319810748,-1.058589999,-0.113544601,-0.888687475,0.92857613,0.859139234,-0.157476787,-0.191958878,-0.63621162,-0.441809015,-0.526145821,-0.422221073,-1.284040853,0
ZLZNCLZ-08,-0.874493047,2.381252724,-0.19842679,-0.686044954,-0.455645957,0.277184808,0.260409276,-0.185946947,0.240311136,-0.362942855,1.568262145,-0.061307495,0.912853398,1.319938812,2.071547035,1.419206426,0.012592964,0.863765718,-0.553256265,0.273079164,0.104984095,0.227996531,-0.488954892,-0.188734857,0.512237938,0.137463478,-0.840117294,0.883879323,-2.331534372,-0.66550004,1.782521268,0.813549805,1.261311454,-0.283731399,0.74877151,-1.498542415,3.047653411,0.182406347,0.288200776,0.882523888,-0.275893244,-1.414222128,1.05295248,1.051188775,2.114073795,-1.986759004,1.586762843,-0.929775762,0.382925366,-0.694395435,0.222652719,-0.705798314,2.466056949,1.822218135,-0.869377138,-0.633850317,0.009783566,0.943930688,-0.557397009,-0.199414085,-0.411228914,0.423979627,0.422900679,0.917007897,-0.153032471,-0.438929604,-0.476665334,-0.466311699,-0.466311699,1.912366841,-0.542120993,0.023768709,-0.435737694,-0.753422399,-0.574033752,-0.760321606,0.387791049,-0.753434423,-0.2919702,-0.714323776,-0.146644906,-1.13712098,0.009940775,0.437679915,-0.883548729,-0.191958878,-0.791590158,-0.472492088,-0.346235014,-0.422221073,-1.099379404,0
ZLZNCLZ-10,-0.40244305,0.327732844,0.949214162,-0.222020642,0.920184882,0.228536623,-0.005972111,-0.027626377,-0.240922637,0.130460526,0.00131558,0.38465183,0.114982255,0.095050442,-0.181564992,-0.192875272,0.463476897,0.113543848,0.58522872,0.407561829,-0.632637264,-1.35809181,-1.11466469,-0.818688998,1.248507263,-0.938015838,1.502156747,-1.463900803,-1.561279738,-0.043847625,0.686588971,0.499332908,-1.728902843,-1.10696814,-1.338770551,-0.091090707,0.94131768,-1.333843546,-0.872712247,-4.664259127,1.096079493,-0.032943573,0.626316755,2.333686259,0.375501435,-1.673594686,0.775465392,-1.211570511,6.076503876,-0.384062308,2.662976708,-0.458116123,1.851351197,5.196753973,-0.865302212,-0.751591358,-0.681711371,2.219086548,-0.676288626,0.129882028,-0.50547715,0.551943082,0.550829763,-0.199897469,-0.413586202,-0.438929604,-0.479238339,-0.466311699,-0.466311699,1.361730549,-0.538220507,-0.428596755,-0.435737694,-0.661643521,-0.202954537,-0.667076369,0.17740722,-0.661681468,-0.298930337,-0.862886793,-0.069410861,-1.34119136,0.551358705,0.448626911,-1.055033057,-0.191958878,-0.814190672,-0.453610197,-0.387196849,-0.258291489,-1.398877193,0
ZLZNCLZ-11,1.499079281,-0.255086207,0.055240984,1.051480885,0.352476141,0.243468376,1.318813332,-0.902712592,-0.060910524,0.463975521,-0.502256399,0.117484549,-0.161005404,0.399796784,-0.172819932,0.148665907,-0.235732824,0.405216156,0.937061686,0.349077229,0.064452831,0.006048108,0.074882253,0.699980252,1.026128068,0.453692102,-0.441191296,-0.680641962,-0.266022729,1.004358948,0.343577763,0.946674402,0.166303579,-0.064028708,1.167345124,-0.318297275,-0.808322339,0.765655497,0.689793182,0.232628495,-0.628873693,-1.243403958,-0.393600595,0.483873735,0.307230556,-0.674322234,0.875397977,-1.222747835,0.381861645,-0.540959258,-0.234365253,0.536710949,0.556462194,0.646780174,-0.865838027,-0.988257247,-0.063018781,-0.499856655,-0.701713107,-0.026096889,-0.512016655,-0.281267174,-0.282156692,-0.537233696,-0.456431638,-0.435828278,-0.472883919,-0.46321226,-0.46321226,-0.949076945,-0.537700383,-0.428596755,-0.435737694,-0.55177942,-0.35230881,-0.559594467,-0.417286832,-0.5518484,-0.305890474,-0.866815142,-0.201812081,-1.296828234,-0.432734958,0.733248789,-1.029492837,-0.191958878,-0.752039257,-0.453610197,-0.394425409,-0.149005099,-1.470433505,0
ZLZNCLZ-12,-0.238616124,-0.750250943,-0.045655323,0.689261531,0.642713838,0.317568572,1.159440868,-0.694378782,-1.277189793,0.712320913,-0.217408253,0.245576923,0.029223669,0.388622035,0.727714971,0.627585735,-0.778185695,-0.571059384,0.159920343,0.332688053,-1.793318858,-0.3435247,1.623540115,1.716596004,0.061533913,-0.739824038,0.295338064,-3.197273668,0.901778692,-1.313971917,-0.28114417,1.073198898,0.660104154,-1.275636469,0.79537264,0.254782399,0.682517517,0.717410848,0.564897693,0.665145675,0.205661677,-0.303940468,1.471010253,2.782480378,0.156940989,-1.157502219,0.815332853,-0.468418988,2.394314006,-0.05414896,2.230861883,1.156616449,2.982366967,3.07460938,-0.859534785,-0.329806343,1.49671762,0.996013633,0.19403751,0.726958929,-0.192793624,-0.001540777,-0.002505429,-0.681862317,-0.430379221,-0.438929604,-0.478291214,-0.464808271,-0.464808271,-0.301104962,-0.540850878,-0.428596755,3.680021719,-0.623453818,1.528988386,-0.631093061,-0.296797326,-0.623502553,-0.38706543,-0.741296976,-0.422766176,-1.213336929,-0.50072206,0.218601026,-0.939409249,0.102216071,-1.041358511,-0.474650915,-0.421180653,-0.403834368,-1.189298429,0
ZLZNCLZ-14,-3.339595154,1.394787215,-0.741550841,-0.230125732,1.012955895,0.53004484,-3.484707516,0.999282166,1.228292636,1.714985016,1.15539252,-1.274597915,1.122037514,0.749472566,-1.460070443,-0.690333698,0.82904856,0.573494673,-0.236454588,-1.0484025,-0.247916497,-3.043501958,0.585663741,0.913498189,0.461707581,-2.215734814,0.131066022,-0.520730829,0.94794888,0.839894681,-0.078250813,1.625656355,0.855089017,-0.864505387,-0.005126093,0.090555826,-0.90526097,0.336045964,0.29434333,-0.204561397,-0.897008803,-1.216737093,-0.321634134,0.907868088,-0.060611276,-1.159527793,0.348057765,-1.081118587,-0.7686601,-0.411336902,-1.052593005,1.209988895,1.187437728,-0.625006105,-0.87878032,-1.245171619,-0.058658919,-0.801518474,-0.878854708,0.468542288,-0.508235431,-0.377549595,-0.378413251,-0.282164933,-0.431657868,-0.438250989,-0.478438424,-0.465633497,-0.465633497,-0.449646252,-0.336949534,-0.330802865,-0.435737694,-0.614589535,0.805506631,-0.622259111,-0.417286832,-0.614640774,-0.275173172,-1.035451387,-0.02029869,-0.617172998,0.695243048,1.355712581,-0.511384773,0.102216071,-0.617266306,-0.391357922,-0.186679595,-0.446823794,0.085970215,0
ZM8YXDM-01,0.64665617,-0.141767015,2.146376918,-0.75560425,-1.209750839,1.913781061,-0.530583614,-0.446547677,0.108667518,1.554503681,-0.930092594,0.490244975,-1.209366864,1.229970694,0.049631279,2.050625334,-1.33556115,-0.05163258,-0.115502638,0.596487677,0.600948149,0.859317357,-0.47454034,0.136132488,0.801998111,0.220822403,-0.849926974,-0.309633626,-0.398301715,-0.331610949,1.879526965,-1.071409758,-0.095480069,0.445073953,0.786598536,0.521024674,-0.069398733,-0.093118224,-0.082567267,0.550018737,0.700470201,0.067802572,0.697222014,0.540354145,0.450499122,1.037302013,-0.739255642,-0.489686786,-0.626395189,0.217818828,-0.565776233,0.400675778,1.524797659,-0.78062204,1.496684664,-0.54521022,-0.681533081,1.253768048,-0.886313602,0.95706581,-0.512016655,-0.318886612,-0.307485434,1.720646172,-0.175593384,-0.008937955,0.001518567,-0.001493088,-0.001493088,0.329400351,-0.15966036,-0.337146252,-0.047012801,-0.654593883,0.472548174,-0.657251962,0.167418654,-0.654633822,-0.248845582,-0.690880869,0.050724984,0.862958141,0.626267541,-0.506513588,-0.63104753,0.607889669,0.213247596,0.418533521,1.845226224,0.326985875,0.051307741,0
ZM8YXDM-02,1.211660504,-0.177701987,-1.010382085,1.351519676,-0.290546877,-1.903078107,0.918889664,-0.162282397,-0.359007768,-0.735247779,-0.435394266,-0.424213884,0.173456579,-1.139538995,-0.34310124,-1.576528078,0.161464292,0.751119547,0.32469173,0.290395266,0.901588078,0.764724908,-0.417030603,0.067204784,0.640170335,0.152979157,-0.540157678,-0.619531575,-0.736343973,-0.002382928,1.639921349,-0.476116556,0.461065228,0.852823995,0.733259984,0.017782726,2.774390667,-0.295692407,0.06421858,1.175231015,0.865794871,1.503201621,0.756995695,0.345659379,-0.115698554,2.656994588,0.61238547,-0.037443849,0.650062555,-0.165481562,2.084220602,-0.151677753,1.016380663,0.14520291,0.978347486,-0.881662764,0.102008808,0.271589644,-0.938731679,-0.489063003,-0.43797821,-0.719345055,-0.719313021,-0.799445499,1.153165349,-0.419361789,-0.377337098,-0.38255337,-0.38255337,0.06639903,-0.438924974,-0.428596755,-0.435737694,-0.282876869,-0.056718997,-0.265459655,-0.111243486,-0.28215079,-0.242263685,-0.569918482,-0.008461411,-0.617172998,0.946594455,-0.284035241,-0.824348906,0.439331802,0.001201493,0.333468337,1.570113251,0.155028171,-0.10700147,0
ZM8YXDM-03,1.428821268,-0.750250943,0.214370365,0.803853693,0.566665123,-0.1936442,-1.195056543,-0.086018408,-0.123447825,-0.6351709,0.388859222,0.201836677,-1.209366864,0.97566073,0.755848313,-0.976931954,0.494556044,-0.675139075,0.664886069,1.121038055,-0.818246935,0.669409403,-1.12263515,-0.51992206,0.688739399,-0.47384069,-1.607985543,-0.725405475,0.307759558,0.035883832,-0.048578696,0.287448855,0.444377802,0.708537449,-0.665336212,0.045159849,2.381533357,0.827281285,-0.230969889,-0.968850642,0.119037796,1.052112108,1.131102506,-0.244728169,-0.390253037,0.136947698,-0.261987296,-1.017156538,-0.667545585,0.770731497,-0.637589523,-0.195377289,1.172975943,-0.856837116,-0.188277186,-0.966515401,2.169496406,-0.700775642,-1.164572941,-0.774513174,-0.379494074,1.735772783,1.734341486,-0.799445499,-0.357765703,-0.385379645,-0.413166573,-0.411323059,-0.411323059,-0.492271566,-0.464755626,-0.242965449,-0.435737694,-0.504860862,-0.342390413,-0.508491672,-0.417286832,-0.504943094,-0.340992148,-0.311853299,-0.126834201,-0.637730375,-0.044782282,-0.667192395,-0.746107873,-0.23489966,-0.387549695,0.308657658,1.349367842,-0.403834368,-0.339809133,0
ZM8YXDM-06,-0.131811591,-0.750250943,-0.319491454,0.757819073,1.076179713,-0.824102826,0.677954091,0.042006864,-1.277189793,-0.459416414,-0.303220669,0.019615712,0.195413535,0.432924796,-1.460070443,0.404586321,-0.065500565,-0.776702098,0.76396029,0.334707267,-0.86428556,1.399108948,-0.397057567,-1.412414915,0.76128809,-0.320443873,-0.188617421,-0.032560705,-0.527509236,1.181634433,-0.095694811,0.275607526,-0.450341694,0.85452484,-2.252999354,0.232872057,0.008441809,0.140325561,0.064728827,-0.221557577,0.082313899,0.513469215,0.866478493,0.354559145,-0.482582579,-0.352840252,-1.017610769,-0.116684278,-0.584450149,-0.259121462,-0.681144939,-0.718379541,1.035104155,-0.658355201,0.93229026,-0.655121589,0.915859265,0.397606841,-1.152912382,-0.688020639,-0.435924944,-0.320705232,-0.319190708,-0.122746567,0.014408245,0.793327367,0.76493152,0.77343474,0.77343474,-0.2608165,0.447783919,-0.428596755,-0.435737694,-0.416279132,-0.392183319,-0.417905917,-0.321200264,-0.416386385,-0.301500762,-0.713912688,-0.399091619,-0.082681198,1.399026991,-1.062709458,-0.341095466,-0.23489966,-0.705618848,0.044601148,0.736913959,-0.575792072,-0.623317132,0
