SampleID,Deseq_AHNAK,Deseq_HLA-E,Deseq_RPL3,Deseq_UBC,Deseq_RPS20,Deseq_IQGAP1,Deseq_LCP1,Deseq_RPS24,Deseq_RPL23,Deseq_EEF2,Deseq_SNORD17,Deseq_ANXA6,Deseq_RMRP,Deseq_RPL6,Deseq_PSAP,Deseq_TMSB10,Deseq_EEF1A1,Deseq_RPL32,Deseq_ANXA1,Deseq_LYZ,proteome_HV313,proteome_APOE,proteome_CAPZB,proteome_CLU,proteome_IGHG4,proteome_A2M,proteome_CFHR2,proteome_IL1RAP,proteome_IGHA2,proteome_HPR,proteome_PROZ,proteome_HP,proteome_PLTP,proteome_LV743,proteome_C6,proteome_CD14,proteome_CAMP,proteome_SAA1,proteome_KV320.1,proteome_FCN2,metabolome_nRPLC_463.3428_11,metabolome_nRPLC_437.3271_10.7,metabolome_nRPLC_393.3013_10.7,metabolome_nRPLC_461.3269_10.7,metabolome_nRPLC_445.3323_11,metabolome_nRPLC_507.3686_10.6,metabolome_nRPLC_389.2702_10.4,metabolome_nRPLC_439.3427_10.9,metabolome_nRPLC_445.3324_11.4,metabolome_nRPLC_453.3223_9.8,metabolome_nRPLC_435.3115_10.4,metabolome_nRPLC_399.3268_11.1,metabolome_nRPLC_473.3632_11.4,metabolome_nRPLC_377.2696_10.5,metabolome_nRPLC_351.254_10.3,metabolome_nRPLC_299.2228_9.3,metabolome_nRPLC_313.2385_10.3,metabolome_nRPLC_155.0713_4.9,metabolome_nHILIC_277.2171_1,metabolome_pHILIC_188.128_8,nares_family_Neisseriaceae,nares_order_Neisseriales,nares_class_Betaproteobacteria,nares_genus_unclassified_Neisseriaceae,nares_phylum_Proteobacteria,nares_family_Staphylococcaceae,nares_genus_Staphylococcus,nares_order_Bacillales,gut_genus_unclassified_Porphyromonadaceae,gut_genus_Clostridium.IV,nares_family_Comamonadaceae,gut_genus_Dorea,gut_genus_Ruminococcus,gut_family_Porphyromonadaceae,gut_genus_Erysipelotrichaceae_incertae_sedis,nares_family_Propionibacteriaceae,nares_genus_Propionibacterium,gut_genus_unclassified_Clostridiales_Incertae.Sedis.XIII,IL5,IL2,IL12P40,LEPTIN,PDGFBB,CHEX4,GCSF,MIP1B,IFNB,CD40L,IP10,CHEX1,RESISTIN,label
ZLTUJTN-13,-0.271559805,-0.607115789,-0.407829722,-0.322765555,-0.78479483,-0.975341387,0.183197785,-1.034347771,-0.087255627,-0.735926951,0.188986122,-0.704004808,-0.03376924,-0.640252789,-0.159236142,-0.011270375,-0.383553292,-0.418100635,-0.002340853,0.12989618,-0.415156734,-0.261790107,-0.705223851,0.606443347,-2.909990335,-0.568663465,0.794615258,1.218610358,0.022667523,0.339609628,0.988573358,0.939425807,-1.333058261,-0.250344338,0.437805922,0.463620411,0.558324939,-0.289491242,-0.384302242,1.01527791,0.002839565,0.220106093,0.786419301,-0.025630393,0.137132038,-0.414052035,0.718985201,0.532258869,0.03383181,-0.605858855,0.013774872,-0.434725597,0.2245007,-0.368548573,0.10284715,-0.735796602,0.018054933,-0.156793535,-0.648401521,0.245037567,-0.464903925,-0.464903925,-0.46857936,-0.437520973,-0.530345307,1.866394562,1.867146787,1.856947784,1.413693985,-0.492520907,0.992369622,-0.683421428,-0.331321014,-0.201269973,-0.456431638,-0.902050494,-0.901327524,-0.417286832,-0.456291225,-0.279018709,0.907801712,0.062753499,0.246153638,0.683382442,-0.390685659,-0.931146706,-0.36649401,-0.218425445,0.764367024,-0.258898298,0.918404547,0
ZLTUJTN-15,1.035105868,0.173545974,0.052580635,-0.086896809,0.367300396,1.089354501,1.172511243,-0.007774718,0.080109634,-0.367032329,-0.174323936,0.533288375,-0.456603132,0.359084382,0.910891682,-0.245275607,0.530223999,-0.273739237,1.252342812,0.495691673,0.170625485,0.953763848,-2.305921503,1.777381978,-3.384410836,0.684808921,1.086165223,0.568271402,0.249359687,1.428367769,0.390193738,1.011657725,-0.722290905,0.556546302,-1.005806185,0.497948718,1.50402734,0.077690397,-1.2155685,-0.867595122,-0.456876156,-0.501651416,0.287709306,-0.242886275,-0.148608056,-0.506162932,-0.240589406,-0.097302252,0.097619946,-0.787854718,-0.29805926,-0.379945964,0.011078217,-0.542978736,-0.467299078,-0.894686729,-0.844116068,-0.436087344,0.656317087,-0.032883542,0.175705723,0.175705723,0.264881837,-0.432789888,0.110293981,-0.524065861,-0.523989031,-0.500658669,0.004173965,1.10173706,0.689023545,-0.102871828,0.395491812,0.4400368,0.542675326,-0.470574301,-0.475131085,0.649451552,-0.522462419,-0.25989033,0.734135385,-0.031814832,0.490018802,0.452361735,0.895910446,-0.784484621,-0.371049168,-0.263551936,0.12449462,1.819706009,0.508504738,0
ZLTUJTN-2011,-0.488451273,0.101244099,-0.582676637,-0.437721222,-0.78479483,-0.975341387,-0.696210271,-0.474054316,-0.809730614,-0.518364213,0.059105815,-0.135363763,-0.891095124,-0.640252789,-0.856885992,-0.593024792,-0.518938974,-0.236215584,-0.816345874,-0.324950174,-0.403355249,-0.992934068,-0.280278473,-1.132307823,-1.23414538,-2.784858116,0.120556054,-1.685125499,-1.451631809,-1.913940735,0.362192708,0.812089038,-0.255802946,-1.642950883,-0.843727747,0.113401763,-0.462606406,-0.158045341,-1.051848738,0.654226986,-0.897723787,-0.990722264,-0.687325505,-0.979981572,-0.217844749,-1.082112907,-0.557747828,-0.947219201,0.088229357,-0.693884947,-1.105006159,-0.456820618,-0.767240554,-0.97278942,-1.154555562,-1.052177542,-1.046684159,-0.551032795,-0.701211519,0.455008555,-0.413728092,-0.413728092,-0.427456619,-0.438929604,-0.495903964,2.391668842,2.392569478,2.386687403,2.805683769,-0.508772121,-0.428596755,-0.956494052,-0.62490368,-0.030328091,-0.456431638,-0.937410383,-0.936696914,-0.417286832,-0.39381577,-0.13797329,0.473232532,0.954562281,2.156969506,0.257924935,0.199119799,-0.806921231,-0.251894183,-0.116317625,0.573950051,-0.255632637,0.867747892,0
ZLTUJTN-2021,-0.243985769,-0.168818954,-0.416402922,-0.011573,-0.126073053,0.219909296,-0.580458374,-0.383129199,-0.809730614,-0.187041759,-0.446283719,-0.704004808,-0.607824914,-0.640252789,-0.740990565,-0.232566299,0.612054924,-0.073201217,-0.010701924,0.539753909,-0.164668166,-0.976693201,-0.358293126,0.439816179,-2.905025476,-0.259287299,1.11795896,1.044488908,0.172285956,0.646314343,1.01761079,1.315216758,-5.238789668,-0.054808209,0.568852812,-0.629976837,1.098116542,1.199212402,-0.454506281,1.12402859,0.046032206,0.167265192,0.856887721,-0.155171536,0.02317868,-0.376561888,0.872360164,0.645794399,0.20834682,-0.438029824,0.602855974,-0.374743842,-0.472015779,-0.298255353,0.293463678,-0.589015912,0.178393067,-0.532844959,-0.845625717,-0.120134278,-0.452194964,-0.452194964,-0.462876751,-0.438929604,-0.48946047,0.059855556,0.060097366,0.053933103,-0.004199633,-0.508473282,-0.428596755,-1.008383565,-0.665293092,-0.670572269,-0.456431638,-0.234640607,-0.233738323,-0.417286832,-0.320927739,-0.197360835,1.125086302,0.049616082,0.543799956,0.541563274,-0.243234295,-0.627190757,-0.310317624,-0.413142681,4.884297892,-1.080756127,0.423400922,0
ZLTUJTN-2031,0.078653937,0.270631709,0.346160117,-0.314984406,-0.110026233,-0.353709538,-0.225569425,-0.743909058,-0.077257441,-0.491128176,-0.446283719,-0.704004808,-0.306312313,0.182352922,-0.385661563,-0.648619797,0.268471344,-0.40947667,0.008924,-0.121651875,-0.632401807,0.193133652,-0.654683729,0.520405673,-2.896886314,-0.572789327,1.086316487,-2.502346722,-0.43160239,0.007577861,0.846589315,0.877083759,-0.072590585,-0.094167821,0.204859516,-0.611871508,0.041922429,0.325921653,-0.905856259,1.262291033,-0.717079001,-0.828129703,-0.369457785,-0.767895854,-0.366465056,-0.93657253,-0.417686581,-0.743991357,-0.414798579,-0.549371911,-0.939482191,-0.551948666,-0.32317832,-0.827450552,-0.841373742,-0.951130118,-1.036256197,-0.397997429,-0.184308962,-0.786575055,-0.008097614,-0.008097614,0.05502531,-0.438622394,-0.100632761,-0.131773273,-0.131585606,-0.128052657,0.407592242,-0.509924784,-0.340053638,-0.294696109,-0.799445499,-0.472822984,-0.456431638,-1.03497966,-1.034292405,-0.417286832,-0.355955238,-0.169952714,1.755215543,-0.009776459,0.606512145,-0.223731147,1.843230366,0.047584284,-0.357548165,-0.060271716,2.057422171,-0.015813368,3.789205256,0
ZLYEM2C-03,0.377196862,0.194016481,0.256320671,0.075338007,0.351997336,-0.153991148,0.386486547,-0.103205746,0.158072141,0.048894138,-0.446283719,-0.704004808,-0.496859412,-0.640252789,0.546768719,0.146385804,-0.495979085,0.351214378,0.274067382,0.486729469,0.690809364,-0.492560278,0.682575161,-0.930939939,0.735013584,-0.71274364,-0.286727628,1.716852928,0.518744966,-2.054071222,-0.420849296,-1.927872505,0.088369477,-0.173436518,0.139596933,-0.406728588,2.649599519,-0.751817376,0.916735638,2.45579409,0.347050103,0.136660713,0.369180862,0.309268928,0.531293575,-0.124304624,0.484564786,0.071682204,0.653882102,-0.543691516,0.763615284,0.029258639,0.1824433,-0.182016346,0.132484848,4.57769218,-0.619114648,0.841026716,-1.048957592,1.284389254,-0.247795349,-0.247795349,-0.205037988,-0.252277667,0.315997199,-0.958345275,-0.958391146,-0.95535259,0.884237725,0.095546563,3.721386113,0.707708537,-0.795922039,-0.564603421,0.463393668,-0.585841569,-0.585033643,0.160537303,-0.3342133,-0.347651295,0.120217052,-1.29429094,-1.109762097,-1.36005304,-0.230969891,-0.424331797,-0.486653506,-0.291619233,-0.303094212,0.041005742,-0.819501894,0
ZLZNCLZ-01,2.247064304,2.180057596,2.483476226,2.393338093,2.200593982,2.202792887,2.020845814,2.330850581,2.644365107,2.577681887,1.856783944,2.653120369,2.452722048,2.481125548,2.217674026,2.422352943,1.973668412,2.374030734,1.96528403,1.658718257,1.632152239,-0.586865346,0.86337875,-2.178097065,0.131482289,-0.129796171,-0.013649162,-0.457970895,0.287301277,-1.536529866,-0.456229342,-1.350561697,-0.803845317,-1.266500179,-0.019093445,-0.232825117,0.016950862,-0.643342541,0.737396709,2.439037464,-0.081540125,-0.265755176,-0.225109339,0.081958679,0.325201141,-0.182565465,-0.061109096,-0.417809566,0.185973546,-0.191777026,-0.384891383,-0.082998634,0.06353252,0.554480368,0.169951831,-0.580810885,0.986789158,4.927166113,-0.33203736,-0.101144731,-0.459681282,-0.459681282,-0.449544101,-0.438376625,-0.051363338,0.371358928,0.371688749,0.360644181,-0.435737694,3.230325323,-0.030230698,0.05082468,-0.352490529,-0.401485357,-0.358005449,0.772369077,0.773541918,-0.189594942,0.047810932,-0.273346236,0.759335875,-0.725167741,0.232341803,0.244831638,-0.227379989,-0.739339216,-0.419617461,-0.409193748,-0.650981493,0.538963834,-1.08660599,0
ZLZNCLZ-03,1.78629593,1.724004585,1.979480553,2.034898125,1.908555309,1.89017998,1.726792234,1.910863723,2.113948305,2.116898434,2.089991692,1.704014192,2.165866637,1.761335841,1.926922673,1.996067855,1.905341867,2.194933699,1.112024507,1.416877869,1.007844264,0.20712136,0.267550249,-0.207561596,-0.501660814,-0.310242328,-0.826159174,-0.713736189,-2.424508263,-1.582606278,0.042079634,-1.352847318,0.540021532,-1.59282628,0.625742675,0.158041545,-1.074075086,0.295128922,-1.427145755,2.295777417,-0.098452502,-0.265223907,-0.099747562,0.172884905,0.222630787,-0.145547263,0.326400768,-0.360479993,0.132896993,-0.30205139,-0.111787486,-0.017698068,0.041219886,1.444680599,0.86720106,-0.425975752,0.458761807,-0.118050081,0.180548765,0.635227703,-0.466311699,-0.466311699,-0.477168512,-0.438929604,-0.249801736,-0.183791444,-0.183618474,-0.19201971,-0.435737694,-0.497256341,-0.276814029,4.92570652,-0.799445499,-0.847832073,-0.306976678,0.132590117,0.133591067,0.391132588,-0.003210252,-0.250209379,1.050711652,-0.685575404,-0.219503033,-0.776005958,0.014924486,-0.545809562,-0.373362162,-0.241019318,-0.977413727,0.792112175,-1.052059907,0
ZLZNCLZ-06,-0.161008935,-0.731142572,-0.50550304,-0.885036076,0.407730622,-0.43303555,-0.327972546,0.137129496,0.211329948,0.108840921,-0.446283719,-0.704004808,-0.283350627,-0.640252789,-0.262291076,0.087836125,0.140753453,0.075307555,-0.096388119,-0.626334271,2.263622455,0.487947207,0.561663062,0.775137711,-0.010382,1.366650125,-1.5422785,-1.132449285,0.358708233,-1.182519118,-0.070178317,-0.307417558,-1.082314991,0.348302377,-0.428299112,0.084355391,0.464548495,0.164762273,-0.46866791,0.684139565,0.306231915,0.150888288,0.308669373,0.732803594,0.549872564,0.593639021,1.196481494,-0.052501213,0.113198853,0.062947621,0.705401739,-0.153119134,0.339164807,0.9407281,1.71879969,-0.347898233,0.235412798,0.520100586,0.371923488,0.688000799,-0.465518019,-0.465518019,-0.478997549,-0.438929604,-0.533135202,-0.38379781,-0.383681349,-0.387661056,-0.435737694,-0.144299117,-0.428596755,0.48370681,0.25964921,-0.099256451,-0.205472549,0.455484772,0.456572474,0.453540329,-0.113544601,-0.319810748,0.859139234,-1.058589999,-0.157476787,-0.191958878,-0.422221073,-0.63621162,-0.441809015,-0.526145821,-0.888687475,0.92857613,-1.284040853,0
ZLZNCLZ-08,0.012592964,0.009635613,-0.118738663,0.59897123,0.64378811,1.634954883,0.689308316,0.227174531,0.440989539,0.174162462,-0.136327788,2.028325484,-0.480556514,0.045431579,0.458321743,-0.301422053,-0.013848118,0.432967749,0.452118395,-0.02346334,1.818079294,0.373780187,0.784443065,-0.288786192,0.182406347,0.869886199,1.782521268,-0.840117294,-0.034749894,0.104984095,0.227996531,-0.223478621,0.034741716,-0.609545514,0.034625219,0.190105179,0.121643922,0.883879323,0.891512443,0.086400863,0.088936627,0.006358415,0.079917552,0.37206089,0.127533522,-0.030333693,0.466778472,0.033530889,-0.040914117,-0.326313074,0.074956829,-0.2526201,0.329487418,1.535233362,0.251276097,-0.451979485,1.002888629,2.114073795,-0.26169277,1.126603543,-0.466311699,-0.466311699,-0.476665334,-0.438929604,-0.542120993,-0.753434423,-0.753422399,-0.760321606,-0.435737694,-0.411228914,0.023768709,1.912366841,0.917007897,-0.574033752,-0.153032471,0.422900679,0.423979627,0.387791049,-0.146644906,-0.2919702,0.437679915,-0.714323776,-0.883548729,-0.191958878,-0.422221073,-0.791590158,-0.472492088,-0.346235014,-1.13712098,0.009940775,-1.099379404,0
ZLZNCLZ-10,0.463476897,0.128368892,0.28361146,0.0956608,-0.78479483,0.094092217,-0.130723775,-0.400638614,-0.193106334,0.074870577,-0.446283719,0.542688636,0.402509717,0.052248551,0.147473643,-0.660407229,0.595380081,-0.186706546,1.035643225,0.395315572,0.921808548,-0.465315004,0.077315689,-3.098908149,-1.333843546,-0.675260502,0.686588971,1.502156747,-0.292188747,-0.632637264,-1.35809181,-2.024433675,-1.107998463,-2.297893356,0.690698824,-0.207457044,-0.415031865,-1.463900803,0.158088054,0.59849835,1.247233543,1.260661139,2.078457382,3.137137493,0.400653076,2.548561359,2.821996747,1.003850441,0.33366146,0.264180782,2.990679807,-0.041516325,0.966514616,3.005769967,3.97348995,-0.066089871,0.282872313,0.375501435,4.772075365,0.708560078,-0.466311699,-0.466311699,-0.479238339,-0.438929604,-0.538220507,-0.661681468,-0.661643521,-0.667076369,-0.435737694,-0.50547715,-0.428596755,1.361730549,-0.199897469,-0.202954537,-0.413586202,0.550829763,0.551943082,0.17740722,-0.069410861,-0.298930337,0.448626911,-0.862886793,-1.055033057,-0.191958878,-0.258291489,-0.814190672,-0.453610197,-0.387196849,-1.34119136,0.551358705,-1.398877193,0
ZLZNCLZ-11,-0.235732824,-0.13967032,-0.102591316,-0.530859086,0.134138477,-0.327203154,-0.540315824,-0.585960474,0.533710173,-0.272054084,-0.446283719,-0.704004808,-0.235792454,0.217428832,-0.70079824,-0.281709266,-0.131457338,-0.648733845,-0.303600074,-0.00772222,2.179647862,0.000388368,-1.260141513,-0.092418181,0.765655497,-0.837169479,0.343577763,-0.441191296,0.504541537,0.064452831,0.006048108,-1.989965826,-1.647790249,0.171248275,0.750143876,1.042341723,0.121510855,-0.680641962,0.952267055,0.483390626,0.191135168,0.036865427,0.026739568,0.515298425,0.245176273,-0.049163073,0.572350078,-0.108276812,0.174550171,-0.174396838,0.11278395,-0.195047281,0.215471099,1.178224903,0.170167269,-0.926160222,-0.534175859,0.307230556,0.300861797,0.471132069,-0.46321226,-0.46321226,-0.472883919,-0.435828278,-0.537700383,-0.5518484,-0.55177942,-0.559594467,-0.435737694,-0.512016655,-0.428596755,-0.949076945,-0.537233696,-0.35230881,-0.456431638,-0.282156692,-0.281267174,-0.417286832,-0.201812081,-0.305890474,0.733248789,-0.866815142,-1.029492837,-0.191958878,-0.149005099,-0.752039257,-0.453610197,-0.394425409,-1.296828234,-0.432734958,-1.470433505,0
ZLZNCLZ-12,-0.778185695,-1.182423411,-0.73686925,0.032155509,-0.78479483,-0.975341387,-1.170449183,-0.49221947,-0.051646255,-0.131219308,-0.446283719,-0.704004808,-0.398750057,-0.640252789,-1.331712948,-0.436940793,-0.350914868,0.227487753,-0.816345874,-0.835336422,1.950532715,0.732651067,-2.637196088,-0.95428306,0.717410848,2.078997318,-0.28114417,0.295338064,-1.880503103,-1.793318858,-0.3435247,-0.671377128,0.844122489,-0.813065201,0.561256392,0.601709584,1.963578488,-3.197273668,0.50857206,0.966621753,1.003017337,0.747833279,0.750717393,1.482300482,0.666578096,1.309565099,1.638059164,0.556783196,0.674191025,0.351029624,1.167763971,-0.192285919,1.053716267,1.521465572,2.060511683,-0.625077216,0.819554053,0.156940989,0.607623807,0.537793637,-0.464808271,-0.464808271,-0.478291214,-0.438929604,-0.540850878,-0.623502553,-0.623453818,-0.631093061,3.680021719,-0.192793624,-0.428596755,-0.301104962,-0.681862317,1.528988386,-0.430379221,-0.002505429,-0.001540777,-0.296797326,-0.422766176,-0.38706543,0.218601026,-0.741296976,-0.939409249,0.102216071,-0.403834368,-1.041358511,-0.474650915,-0.421180653,-1.213336929,-0.50072206,-1.189298429,0
ZLZNCLZ-14,0.82904856,1.392135998,1.276666339,0.841397656,0.725554612,1.212935716,0.182310539,1.339399593,1.605272951,1.306367509,0.995332708,0.91803565,1.597614167,1.201003725,1.387602399,1.208070236,0.761206807,0.872159068,0.458132179,0.325208989,1.418271997,0.124177928,0.422328238,-0.498983242,0.336045964,0.183690623,-0.078250813,0.131066022,-0.028380571,-0.247916497,-3.043501958,0.130428078,-0.159548549,-2.154587282,0.334388379,0.196874749,-1.148613106,-0.520730829,-1.938793691,1.172329184,0.213311661,0.192162534,0.001439264,0.262508889,-0.114012197,-0.075801096,0.19491622,1.056509849,0.006045138,0.042058143,-0.322447426,-0.131610803,0.165745391,0.405181143,-0.438624542,-0.789861912,-0.979320703,-0.060611276,-0.629372935,-0.050118488,-0.465633497,-0.465633497,-0.478438424,-0.438250989,-0.336949534,-0.614640774,-0.614589535,-0.622259111,-0.435737694,-0.508235431,-0.330802865,-0.449646252,-0.282164933,0.805506631,-0.431657868,-0.378413251,-0.377549595,-0.417286832,-0.02029869,-0.275173172,1.355712581,-1.035451387,-0.511384773,0.102216071,-0.446823794,-0.617266306,-0.391357922,-0.186679595,-0.617172998,0.695243048,0.085970215,0
ZM8YXDM-01,-1.33556115,-0.728485873,-0.374553796,-0.885036076,-0.78479483,-0.975341387,-0.709021537,-0.275277998,-0.250491875,-0.403511007,0.045453035,-0.704004808,-0.280755822,-0.640252789,-0.578443347,-0.063127319,-0.533170469,-1.041273562,-0.816345874,-0.99337035,-0.751299739,-0.607553283,0.177801696,-0.93758672,-0.093118224,0.103527031,1.879526965,-0.849926974,0.677960547,0.600948149,0.859317357,-0.169844393,0.492021433,-0.696226742,0.070575426,0.226609569,-0.475021561,-0.309633626,0.730409281,1.075410145,-0.229838891,-0.380149606,-0.421112512,-0.093289549,-0.141011649,-0.430772048,-0.176722951,-0.644725315,-0.138711966,0.060929577,-0.15401743,0.501260873,-0.575638949,-0.229382526,-0.516276395,1.54953281,1.75360841,0.450499122,-0.30059354,0.496561058,-0.001493088,-0.001493088,0.001518567,-0.008937955,-0.15966036,-0.654633822,-0.654593883,-0.657251962,-0.047012801,-0.512016655,-0.337146252,0.329400351,1.720646172,0.472548174,-0.175593384,-0.307485434,-0.318886612,0.167418654,0.050724984,-0.248845582,-0.506513588,-0.690880869,-0.63104753,0.607889669,0.326985875,0.213247596,0.418533521,1.845226224,0.862958141,0.626267541,0.051307741,0
ZM8YXDM-02,0.161464292,0.500193638,0.131724925,0.13896176,-0.78479483,0.141311192,0.269637252,-0.15847948,0.306796685,-0.338389254,-0.446283719,0.152335451,-0.228373932,0.331820424,0.2816342,-0.458787879,0.16023258,0.236154496,0.158875582,0.706650085,-0.950041671,-0.953961215,0.375227844,-0.756738242,-0.295692407,-0.01411716,1.639921349,-0.540157678,0.70017673,0.901588078,0.764724908,0.303294958,-0.202779038,-0.840804221,0.096202737,0.412836352,-0.453466746,-0.619531575,0.616120726,0.805038661,0.216491038,0.247797058,0.325851878,0.707254677,-0.18178503,0.525474693,-0.094316591,-0.079615063,-0.23342907,-0.110802395,0.432789213,0.325077673,-0.021375211,0.154716021,0.343703511,2.092676495,2.185305487,-0.115698554,-0.137137334,0.197483995,-0.38255337,-0.38255337,-0.377337098,-0.419361789,-0.438924974,-0.28215079,-0.282876869,-0.265459655,-0.435737694,-0.43797821,-0.428596755,0.06639903,-0.799445499,-0.056718997,1.153165349,-0.719313021,-0.719345055,-0.111243486,-0.008461411,-0.242263685,-0.284035241,-0.569918482,-0.824348906,0.439331802,0.155028171,0.001201493,0.333468337,1.570113251,-0.617172998,0.946594455,-0.10700147,0
ZM8YXDM-03,0.494556044,0.236664907,-0.580757213,-0.156958156,-0.78479483,0.215326892,0.842951779,0.534915673,-0.809730614,-0.069059836,-0.446283719,-0.704004808,0.007789613,0.410390664,0.950516644,0.64001332,0.240169456,-0.234333786,-0.816345874,1.148479829,0.250999761,-0.58042302,1.091157042,-0.65188722,0.827281285,0.106203128,-0.048578696,-1.607985543,1.402179391,-0.818246935,0.669409403,-0.886249699,1.241185494,0.065605413,-0.539116644,-0.243560251,1.039556805,-0.725405475,-2.797420748,0.194353142,-0.518691078,-0.596071779,-0.465459495,-0.340521968,-0.280930181,-0.356957882,-0.549657347,-0.704482593,-0.321939548,-0.386903723,-0.662758578,0.387602144,-0.455774513,-0.519221657,-0.821066976,2.938409502,-0.639525159,-0.390253037,-0.818770039,0.149785406,-0.411323059,-0.411323059,-0.413166573,-0.385379645,-0.464755626,-0.504943094,-0.504860862,-0.508491672,-0.435737694,-0.379494074,-0.242965449,-0.492271566,-0.799445499,-0.342390413,-0.357765703,1.734341486,1.735772783,-0.417286832,-0.126834201,-0.340992148,-0.667192395,-0.311853299,-0.746107873,-0.23489966,-0.403834368,-0.387549695,0.308657658,1.349367842,-0.637730375,-0.044782282,-0.339809133,0
ZM8YXDM-06,-0.065500565,0.106758663,-0.227846288,-0.061337163,-0.78479483,-0.077111446,-0.297171507,-0.629555263,0.248660034,-0.795702603,-0.446283719,-0.704004808,-0.861182632,0.548375304,-0.780849845,-0.953951555,0.676128199,-1.041273562,0.376131815,0.248806579,-0.166861137,-0.898038265,0.863250266,-0.286977395,0.140325561,0.622364953,-0.095694811,-0.188617421,0.481864939,-0.86428556,1.399108948,-0.342012185,0.61141212,0.426486686,0.165624965,0.620852244,0.523251536,-0.032560705,1.012863491,-0.065811517,-0.504864743,-0.573398811,-0.546759369,-0.36551597,-0.446818966,-0.484214471,-0.404855146,-0.592481514,-0.58630576,-0.34473042,-0.30565962,0.211128105,-0.319528927,-0.239235715,-0.555006338,0.777600806,0.27388098,-0.482582579,-0.723603928,0.344743205,0.77343474,0.77343474,0.76493152,0.793327367,0.447783919,-0.416386385,-0.416279132,-0.417905917,-0.435737694,-0.435924944,-0.428596755,-0.2608165,-0.122746567,-0.392183319,0.014408245,-0.319190708,-0.320705232,-0.321200264,-0.399091619,-0.301500762,-1.062709458,-0.713912688,-0.341095466,-0.23489966,-0.575792072,-0.705618848,0.044601148,0.736913959,-0.082681198,1.399026991,-0.623317132,0
ZM8YXDM-11,-0.201713324,0.006282036,-0.895270612,0.209089407,0.666827875,0.770644209,0.44462692,0.096436212,-0.809730614,0.155262701,0.061986412,1.713627558,-0.65331808,0.008918289,-0.170293272,-0.265089124,0.053948372,0.551077246,0.240341286,-0.692451372,0.935952254,-1.265989741,-2.186817251,1.142952195,-0.058616249,0.307992051,-0.098321952,-0.847792004,0.47105944,-0.149538583,0.70568018,-0.699597853,0.327916562,0.304617626,-0.704022132,0.917465272,-1.183793986,0.660736872,0.869736939,-0.320760169,-0.578359136,-0.603635841,-0.824935502,-0.464545328,-0.462349817,-0.709434202,-0.508813523,-0.699802017,-0.529495383,-0.433863368,-1.016821066,0.161840255,-0.444007116,-0.586387286,-0.796855752,1.553041898,0.967515257,-0.208026752,-0.178385866,-0.094941081,-0.07823239,-0.07823239,-0.072441488,-0.051346666,1.400835226,-0.479436898,-0.479347459,-0.485756772,-0.433365281,-0.505037186,-0.323005784,-0.516340993,-0.400425826,0.15790154,-0.449918533,-0.494840095,-0.49400772,-0.281268183,-0.268881549,-0.242263685,-0.811391324,-0.764510148,-1.086686488,-0.23489966,-0.532802646,-0.470012068,-0.033375271,0.792591585,-0.648009064,0.426355485,-0.400856476,0
ZM8YXDM-12,-0.016197005,0.335959253,-0.752659899,0.672760176,-0.102966772,0.250989004,-1.170449183,0.313252106,0.345446898,0.676651858,-0.446283719,0.438863286,0.309428974,-0.640252789,-1.331712948,0.263947451,-0.367365453,-0.402866782,0.017558012,-0.519743901,-0.095164289,0.347272025,1.274478629,0.220182879,0.480755443,0.805779191,-0.398504959,0.012137449,0.226004038,0.020878613,0.717367711,-0.002331156,-0.395552407,0.330523115,-0.179834575,-1.11563448,0.990101924,-0.682832377,0.094833911,0.181546395,-0.873523932,-0.956099176,-0.906747973,-0.750863598,-0.695997362,-0.851777197,-0.606174254,-1.037200879,-0.855240532,-0.621775353,-0.929770935,-0.101449459,-0.607031882,-0.650522676,-0.660562419,1.468859299,1.299282989,0.149664753,-1.087456127,0.090457739,0.250617141,0.250617141,0.300203857,0.24303333,0.165350127,-0.46152749,-0.461432991,-0.437297397,-0.419336754,-0.495981154,3.509616086,0.018918601,-0.109377034,-0.155373339,-0.171265966,0.526804435,0.527911299,-0.313158386,-0.399091619,-0.321246455,-0.926750467,-0.691243574,-1.017650282,-0.909131126,-0.403834368,-0.587815458,0.018018278,0.771630596,-0.966648406,0.630943837,-0.466042622,0
