SampleID,Deseq_FLNA,Deseq_LGALS8,Deseq_LYZ,Deseq_PRR26,Deseq_PRKAG1,Deseq_HCFC1R1,Deseq_CASC14,Deseq_LINC01271,Deseq_MNS1,Deseq_CDR1,Deseq_TM6SF1,Deseq_LOC101929680,Deseq_ZNF385A,Deseq_C9orf173,Deseq_DNMBP-AS1,Deseq_C16orf72,Deseq_HLA-DQA1,Deseq_HLTF-AS1,Deseq_DCBLD2,Deseq_RNF157,proteome_C1R,proteome_IGHA2,proteome_LPA,proteome_LV144,proteome_HP,proteome_IGHG4,proteome_APOE,proteome_SAA2,proteome_FCN2,proteome_A2M,proteome_IGJ,proteome_IGHA1,proteome_LGALS3BP,proteome_MBL2,proteome_FCGBP,proteome_MYH7,proteome_APOC4,proteome_BTD,proteome_NPHP3,proteome_SERPINF2,metabolome_nRPLC_299.2227_9.9,metabolome_nRPLC_315.2539_9.7,metabolome_pHILIC_147.1128_11.2,metabolome_pHILIC_154.1225_1.6,metabolome_nRPLC_285.2071_9.2,metabolome_nRPLC_389.2702_10.4,metabolome_pHILIC_189.1233_8.4,metabolome_pRPLC_288.2172_5.1,metabolome_nRPLC_495.2962_9.1,metabolome_nRPLC_172.9914_0.9,metabolome_pRPLC_267.1228_8.3,metabolome_nRPLC_183.1025_5.1,metabolome_nRPLC_309.2073_9.4,metabolome_nHILIC_740.525_4.5,metabolome_pRPLC_315.1341_7.8,metabolome_nHILIC_74.0246_9.6,metabolome_nHILIC_528.2633_6.7,metabolome_nHILIC_188.0023_1.6,metabolome_nRPLC_431.3166_10.4,metabolome_nHILIC_130.0509_8.8,gut_genus_Clostridium.IV,nares_genus_Propionibacterium,nares_family_Propionibacteriaceae,gut_genus_Ruminococcus,gut_genus_Erysipelotrichaceae_incertae_sedis,nares_genus_unclassified_Neisseriaceae,nares_class_Betaproteobacteria,nares_family_Neisseriaceae,nares_order_Neisseriales,gut_genus_Dorea,nares_phylum_Proteobacteria,nares_family_Comamonadaceae,gut_genus_unclassified_Porphyromonadaceae,nares_genus_Staphylococcus,gut_family_Porphyromonadaceae,nares_order_Bacillales,gut_genus_unclassified_Clostridiales_Incertae.Sedis.XIII,nares_family_Staphylococcaceae,IL2,LEPTIN,IL5,IP10,CHEX1,IL12P40,PDGFBB,CHEX4,MIP1B,IFNB,CD40L,GCSF,RESISTIN,label
ZLTUJTN-2011,0.04322923,0.517832626,-0.324950174,-0.611443941,-0.779554111,-0.560474861,-0.938542689,0.377940112,0.322032024,-0.470522616,-0.816151351,-0.011601928,0.333256615,0.513333091,0.401224432,-0.009293555,0.709660089,0.827879403,0.634771277,-0.583718202,1.432211128,-1.451631809,0.17475786,-0.965862543,0.812089038,-1.23414538,-0.992934068,-0.204928847,0.654226986,-2.784858116,-0.949945125,-2.451741956,-0.286734344,0.327740512,0.18541925,0.342039426,0.322028741,0.573308596,0.911714109,1.203564571,-0.866667121,-0.36160403,-0.283937023,0.861633643,-1.306884612,-0.557747828,0.529684646,0.114357247,-0.488919599,0.066245976,0.054336084,0.10126888,-0.461545921,0.27734243,-0.943372694,-0.42312622,-0.307161642,-0.177896793,-1.091957518,0.546826214,-0.508772121,-0.936696914,-0.937410383,-0.62490368,-0.456431638,-0.438929604,-0.427456619,-0.413728092,-0.413728092,-0.956494052,-0.495903964,-0.428596755,2.805683769,2.392569478,-0.030328091,2.386687403,-0.417286832,2.391668842,-0.13797329,0.954562281,-0.39381577,0.573950051,-0.255632637,0.473232532,2.156969506,0.257924935,-0.806921231,-0.251894183,-0.116317625,0.199119799,0.867747892,0
ZLTUJTN-2021,-0.514824937,0.310493468,0.539753909,-0.611443941,-0.779554111,0.728860566,2.228470689,-1.509295357,-0.735875343,-0.301628031,0.0267177,-0.667394042,0.581578958,-0.258114837,0.018809508,-1.52194321,-1.145665423,0.159767128,1.367641776,-0.498211404,0.079103061,0.172285956,0.859412582,0.597769859,1.315216758,-2.905025476,-0.976693201,1.806569949,1.12402859,-0.259287299,0.414247961,-0.293028388,-0.030158615,-0.464974038,0.518297373,0.118091895,1.29497017,-0.098042269,1.262820672,0.824412893,-0.148298776,0.586076918,-0.538474847,0.423622813,-0.025976132,0.872360164,1.991677922,0.672519863,-0.302334441,-0.67650624,0.95819017,0.310017092,-0.271788702,-0.588404795,0.0302307,0.227755883,0.128487495,-0.30069217,0.060375271,1.985734985,-0.508473282,-0.233738323,-0.234640607,-0.665293092,-0.456431638,-0.438929604,-0.462876751,-0.452194964,-0.452194964,-1.008383565,-0.48946047,-0.428596755,-0.004199633,0.060097366,-0.670572269,0.053933103,-0.417286832,0.059855556,-0.197360835,0.049616082,-0.320927739,4.884297892,-1.080756127,1.125086302,0.543799956,0.541563274,-0.627190757,-0.310317624,-0.413142681,-0.243234295,0.423400922,0
ZLTUJTN-2031,-0.869544817,1.303010759,-0.121651875,-0.611443941,-0.779554111,1.166076405,1.06662753,1.633023424,-0.699101818,0.563738563,0.717885268,0.60261848,0.069325283,0.898179157,1.124801177,0.293631392,-0.36235974,0.458096042,1.315438034,0.022359855,0.431199709,-0.43160239,0.551160688,0.016110561,0.877083759,-2.896886314,0.193133652,0.920210599,1.262291033,-0.572789327,-0.044123497,-0.863760685,-0.683882391,0.138561597,0.485220744,-0.454754552,1.430024438,-0.582227301,1.43913577,1.339502598,-0.476367989,-0.384667531,-0.791703564,-0.693541488,-0.371637484,-0.417686581,-2.094408418,0.568028003,-0.505645732,-0.7196148,0.123404905,-0.445046837,-0.428278648,0.714450854,-0.117557713,0.592451438,0.14283635,-0.574184917,-1.237738323,1.50418818,-0.509924784,-1.034292405,-1.03497966,-0.799445499,-0.456431638,-0.438622394,0.05502531,-0.008097614,-0.008097614,-0.294696109,-0.100632761,-0.340053638,0.407592242,-0.131585606,-0.472822984,-0.128052657,-0.417286832,-0.131773273,-0.169952714,-0.009776459,-0.355955238,2.057422171,-0.015813368,1.755215543,0.606512145,-0.223731147,0.047584284,-0.357548165,-0.060271716,1.843230366,3.789205256,0
ZLYEM2C-03,-0.451405245,0.808336565,0.486729469,1.010929349,-0.779554111,-0.579157317,1.222179826,-1.509295357,-0.228065732,0.002658608,0.04001381,-0.503762125,-0.104978986,-1.408388033,1.048953269,-0.296489359,-1.145665423,0.715578901,-0.905315235,1.337894008,-0.02451918,0.518744966,0.48868274,0.280254894,-1.927872505,0.735013584,-0.492560278,-0.088786672,2.45579409,-0.71274364,-0.133545744,0.063510209,-0.121849787,0.068245485,0.286254628,0.226035483,-0.121925361,0.416704417,-1.210336456,-0.984709718,-0.457844783,1.942862226,-0.773412977,3.080402466,-0.578653152,0.484564786,-0.104316232,-0.257953155,-0.314876417,-0.221799919,-0.174047418,3.397114108,0.704901688,-0.801362153,2.18335622,-0.080882678,-0.203800815,-0.02111889,-0.330215937,-0.096960654,0.095546563,-0.585033643,-0.585841569,-0.795922039,0.463393668,-0.252277667,-0.205037988,-0.247795349,-0.247795349,0.707708537,0.315997199,3.721386113,0.884237725,-0.958391146,-0.564603421,-0.95535259,0.160537303,-0.958345275,-0.347651295,-1.29429094,-0.3342133,-0.303094212,0.041005742,0.120217052,-1.109762097,-1.36005304,-0.424331797,-0.486653506,-0.291619233,-0.230969891,-0.819501894,0
ZLZNCLZ-01,2.440722446,0.268395102,1.658718257,-0.611443941,1.198646645,-1.277870528,0.684405386,0.481995845,0.222990199,-0.314784304,0.569817649,0.427274074,1.460082074,-0.275694114,0.095185205,0.937084725,-1.145665423,0.123457191,0.168487093,0.655980353,-0.068749997,0.287301277,-0.3441786,0.135762177,-1.350561697,0.131482289,-0.586865346,-1.411432079,2.439037464,-0.129796171,-0.672927105,-0.69831393,-0.673346086,0.87303523,1.836023765,-0.695362865,0.598980543,0.865035083,-0.956224416,-0.6939468,-0.077049073,1.497929101,-0.474762227,-0.028448369,-0.407160626,-0.061109096,-1.077931328,-0.530081408,-0.004484969,-0.560991189,-0.256855813,0.377564794,-0.179449816,-0.018749363,0.394449745,-1.530207686,-1.016038268,0.041873172,0.609918724,-0.932758306,3.230325323,0.773541918,0.772369077,-0.352490529,-0.358005449,-0.438376625,-0.449544101,-0.459681282,-0.459681282,0.05082468,-0.051363338,-0.030230698,-0.435737694,0.371688749,-0.401485357,0.360644181,-0.189594942,0.371358928,-0.273346236,-0.725167741,0.047810932,-0.650981493,0.538963834,0.759335875,0.232341803,0.244831638,-0.739339216,-0.419617461,-0.409193748,-0.227379989,-1.08660599,0
ZLZNCLZ-03,1.834729787,0.210821004,1.416877869,-0.611443941,0.24407905,-1.069457762,0.692201475,0.374299017,0.187318337,-1.16248868,0.774021572,0.379930527,1.166215431,-0.486129311,0.244622443,0.804237838,-0.330115339,0.458744839,-0.28017154,-1.129641158,1.002428265,-2.424508263,-0.460858147,-0.547696058,-1.352847318,-0.501660814,0.20712136,-0.737589471,2.295777417,-0.310242328,-2.266125765,-2.909431125,0.629720684,1.276406698,1.436685391,-1.53369272,0.498326685,0.439039837,-1.204964044,0.276102518,-0.123301721,1.841137585,-0.900253929,0.356281022,0.437204919,0.326400768,1.159458106,-0.21584923,-0.10476969,-0.693728542,-0.518349337,0.564938749,0.010909222,-0.279103635,0.201765935,-0.117636746,-0.081054216,0.165104206,0.497464625,-0.032554764,-0.497256341,0.133591067,0.132590117,-0.799445499,-0.306976678,-0.438929604,-0.477168512,-0.466311699,-0.466311699,4.92570652,-0.249801736,-0.276814029,-0.435737694,-0.183618474,-0.847832073,-0.19201971,0.391132588,-0.183791444,-0.250209379,-0.685575404,-0.003210252,-0.977413727,0.792112175,1.050711652,-0.219503033,-0.776005958,-0.545809562,-0.373362162,-0.241019318,0.014924486,-1.052059907,0
ZLZNCLZ-06,-0.546430328,0.451225042,-0.626334271,0.459746477,0.361369162,-0.718616686,-0.938542689,-1.509295357,0.622131487,1.331963163,-0.634511158,0.557954977,1.511713276,-1.408388033,-0.091716045,0.7955365,-1.145665423,1.004878683,0.313467224,0.543136403,0.025717233,0.358708233,0.05764714,1.136269681,-0.307417558,-0.010382,0.487947207,-0.817160155,0.684139565,1.366650125,-0.177752025,0.736274178,0.08577311,1.211427597,0.91896123,0.518656912,-0.470172874,0.117474473,0.470155568,1.351768251,0.006832732,1.898607734,0.485268932,1.907832478,0.923009094,1.196481494,-0.165121267,0.215592839,0.245379892,0.589255676,-0.368495986,-0.002231812,0.025981802,-0.12798559,1.089966129,-1.924621901,0.29954995,2.858375091,1.361919056,-0.227849357,-0.144299117,0.456572474,0.455484772,0.25964921,-0.205472549,-0.438929604,-0.478997549,-0.465518019,-0.465518019,0.48370681,-0.533135202,-0.428596755,-0.435737694,-0.383681349,-0.099256451,-0.387661056,0.453540329,-0.38379781,-0.319810748,-1.058589999,-0.113544601,-0.888687475,0.92857613,0.859139234,-0.157476787,-0.191958878,-0.63621162,-0.441809015,-0.526145821,-0.422221073,-1.284040853,0
ZLZNCLZ-08,0.216360083,-0.401132658,-0.02346334,3.97625987,3.16877974,-0.603586602,2.501597768,2.177887531,0.543517553,0.020321797,0.479809864,1.163161084,3.148225748,1.454402528,-1.59837673,1.221696056,-0.588734591,-1.305160344,1.460677451,1.139528957,0.882523888,-0.034749894,0.023359051,0.288200776,-0.223478621,0.182406347,0.373780187,0.271975469,0.086400863,0.869886199,-0.644076786,-0.076784922,-0.353151333,1.134088967,-0.188734857,0.172379342,-1.498542415,0.234442516,0.067272909,-0.488954892,-0.275893244,1.051188775,1.755581876,1.201781686,-0.067026925,0.466778472,1.586762843,-0.587061464,-0.071421218,-0.255937016,-0.667063354,-0.581929024,-0.057071116,0.151439858,0.363252699,-0.132738815,-0.251927211,0.568740819,0.4229926,1.144793046,-0.411228914,0.423979627,0.422900679,0.917007897,-0.153032471,-0.438929604,-0.476665334,-0.466311699,-0.466311699,1.912366841,-0.542120993,0.023768709,-0.435737694,-0.753422399,-0.574033752,-0.760321606,0.387791049,-0.753434423,-0.2919702,-0.714323776,-0.146644906,-1.13712098,0.009940775,0.437679915,-0.883548729,-0.191958878,-0.791590158,-0.472492088,-0.346235014,-0.422221073,-1.099379404,0
ZLZNCLZ-10,0.060129438,0.154209861,0.395315572,-0.611443941,1.846449544,1.148709522,0.141153793,0.055862728,-0.64583144,0.030274815,-0.071377198,1.284940977,0.762623267,-0.416454117,0.658014913,-0.267443771,-0.139654424,0.703201933,0.390625074,0.082455025,-4.664259127,-0.292188747,-0.928813412,-0.872712247,-2.024433675,-1.333843546,-0.465315004,1.268766282,0.59849835,-0.675260502,-1.656926023,-0.873327413,0.026171825,-0.783808891,-0.818688998,-0.905197648,-0.091090707,0.498643368,-1.819181721,-1.11466469,1.096079493,2.333686259,-0.155295663,1.906792645,4.076772676,2.821996747,0.775465392,-0.453553549,0.291586197,-0.073583363,-1.73131736,2.637417012,0.712562625,0.181889008,-0.475528628,-0.244832909,0.421527368,1.619613783,1.787952486,-0.348139368,-0.50547715,0.551943082,0.550829763,-0.199897469,-0.413586202,-0.438929604,-0.479238339,-0.466311699,-0.466311699,1.361730549,-0.538220507,-0.428596755,-0.435737694,-0.661643521,-0.202954537,-0.667076369,0.17740722,-0.661681468,-0.298930337,-0.862886793,-0.069410861,-1.34119136,0.551358705,0.448626911,-1.055033057,-0.191958878,-0.814190672,-0.453610197,-0.387196849,-0.258291489,-1.398877193,0
ZLZNCLZ-11,-0.708350729,0.50633818,-0.00772222,0.151445804,0.584023309,-0.014773754,0.398690577,0.827236508,-0.462237122,0.265115141,0.254921581,1.332408563,0.110363137,-0.676305641,0.073049573,-0.258862914,-0.834379888,-0.293869386,-0.108580036,0.676166772,0.232628495,0.504541537,-0.253473125,0.689793182,-1.989965826,0.765655497,0.000388368,-0.067935391,0.483390626,-0.837169479,-0.866969798,-0.345475725,0.743884604,-0.727683183,0.699980252,0.010440744,-0.318297275,1.283376662,-0.500326527,0.074882253,-0.628873693,0.483873735,1.070138082,1.417463637,-1.02959541,0.572350078,0.875397977,-0.375455025,-0.319424044,-0.375750335,-0.513806573,-0.57500085,-0.220948649,0.383104199,0.431853856,-0.085917738,-0.684335669,1.614194083,0.464707303,-1.062875378,-0.512016655,-0.281267174,-0.282156692,-0.537233696,-0.456431638,-0.435828278,-0.472883919,-0.46321226,-0.46321226,-0.949076945,-0.537700383,-0.428596755,-0.435737694,-0.55177942,-0.35230881,-0.559594467,-0.417286832,-0.5518484,-0.305890474,-0.866815142,-0.201812081,-1.296828234,-0.432734958,0.733248789,-1.029492837,-0.191958878,-0.752039257,-0.453610197,-0.394425409,-0.149005099,-1.470433505,0
ZLZNCLZ-12,-0.616981036,0.512240507,-0.835336422,-0.611443941,-0.779554111,-0.773881142,1.637038421,1.169011587,0.930933716,0.256345156,0.499281196,1.31842443,-0.89310084,-1.408388033,-0.445477925,0.624762987,-1.145665423,0.754533095,0.535040269,0.852480009,0.665145675,-1.880503103,-0.524939519,0.564897693,-0.671377128,0.717410848,0.732651067,-0.693953305,0.966621753,2.078997318,-0.825770179,0.825796753,0.185526353,-0.242204741,1.716596004,0.469175538,0.254782399,0.851848368,-0.516372873,1.623540115,0.205661677,2.782480378,-1.009975268,1.019179521,1.430491479,1.638059164,0.815332853,0.492937564,0.303471919,-0.368334145,0.619781435,0.582063406,0.043271584,0.054415543,0.698879764,0.478912096,0.85316948,-0.377967401,0.800498779,-1.75054445,-0.192793624,-0.001540777,-0.002505429,-0.681862317,-0.430379221,-0.438929604,-0.478291214,-0.464808271,-0.464808271,-0.301104962,-0.540850878,-0.428596755,3.680021719,-0.623453818,1.528988386,-0.631093061,-0.296797326,-0.623502553,-0.38706543,-0.741296976,-0.422766176,-1.213336929,-0.50072206,0.218601026,-0.939409249,0.102216071,-1.041358511,-0.474650915,-0.421180653,-0.403834368,-1.189298429,0
ZLZNCLZ-14,1.240671655,-0.185697535,0.325208989,-0.611443941,-0.779554111,-0.942811799,1.042113784,0.277710341,0.717004713,-1.16248868,0.81413245,0.576767549,0.5931899,-1.408388033,-0.936362406,1.535989209,-1.145665423,-0.253515613,0.89972817,-0.003148385,-0.204561397,-0.028380571,-0.191728531,0.29434333,0.130428078,0.336045964,0.124177928,0.014857964,1.172329184,0.183690623,-1.218530445,-0.363738432,0.544727286,2.035036998,0.913498189,-0.880054554,0.090555826,-1.279834963,0.501013853,0.585663741,-0.897008803,0.907868088,-0.612187306,-0.701397463,-0.530714,0.19491622,0.348057765,-0.165278359,-0.126711588,-0.531820405,-1.134347341,-0.703898455,-0.292507387,0.676686849,-0.201603603,-0.294677508,-0.2822653,-0.33499175,1.215380616,0.82882996,-0.508235431,-0.377549595,-0.378413251,-0.282164933,-0.431657868,-0.438250989,-0.478438424,-0.465633497,-0.465633497,-0.449646252,-0.336949534,-0.330802865,-0.435737694,-0.614589535,0.805506631,-0.622259111,-0.417286832,-0.614640774,-0.275173172,-1.035451387,-0.02029869,-0.617172998,0.695243048,1.355712581,-0.511384773,0.102216071,-0.617266306,-0.391357922,-0.186679595,-0.446823794,0.085970215,0
ZM8YXDM-01,0.272167513,0.209107626,-0.99337035,1.973248257,-0.779554111,-0.22893807,1.109929139,0.926510905,0.396021757,1.149944629,0.814577764,-0.052677873,-0.89310084,2.24098396,0.60805713,-0.040588585,-0.34544427,-0.393719507,0.022956387,-0.867545979,0.550018737,0.677960547,0.018427501,-0.082567267,-0.169844393,-0.093118224,-0.607553283,0.860576374,1.075410145,0.103527031,0.189468916,-0.05722702,-0.788930957,-0.84083819,0.136132488,0.281380267,0.521024674,-0.895106962,-0.690131255,-0.47454034,0.700470201,0.540354145,-0.898959699,-0.699648357,-0.428631661,-0.176722951,-0.739255642,0.376983186,0.102269607,0.419458415,0.922159832,-0.647290396,-0.371436396,-1.049063862,0.376817873,-0.785479539,-0.805453467,-0.768201977,0.022792845,-0.135416839,-0.512016655,-0.318886612,-0.307485434,1.720646172,-0.175593384,-0.008937955,0.001518567,-0.001493088,-0.001493088,0.329400351,-0.15966036,-0.337146252,-0.047012801,-0.654593883,0.472548174,-0.657251962,0.167418654,-0.654633822,-0.248845582,-0.690880869,0.050724984,0.862958141,0.626267541,-0.506513588,-0.63104753,0.607889669,0.213247596,0.418533521,1.845226224,0.326985875,0.051307741,0
ZM8YXDM-02,-0.309623773,-0.546040193,0.706650085,-0.611443941,0.159984119,0.151163809,1.901787466,0.830341926,0.050067711,0.181709554,-0.052819009,0.245486853,-0.20168959,-1.408388033,-1.455227412,-0.425946915,-0.785732263,0.011606115,-0.104449849,-1.602065394,1.175231015,0.70017673,0.114355208,0.06421858,0.303294958,-0.295692407,-0.953961215,-1.163244808,0.805038661,-0.01411716,-0.075596757,-0.104463671,-0.648765614,-0.725939401,0.067204784,0.624067944,0.017782726,0.573209634,0.16496214,-0.417030603,0.865794871,0.345659379,-0.716350744,-0.698230462,2.143733493,-0.094316591,0.61238547,-0.032314777,0.443792432,1.383735929,6.324917645,-0.089931153,-0.303137502,-1.087410102,0.086951866,-0.2670686,-0.953517675,-0.5755415,-0.144757251,-0.3692717,-0.43797821,-0.719345055,-0.719313021,-0.799445499,1.153165349,-0.419361789,-0.377337098,-0.38255337,-0.38255337,0.06639903,-0.438924974,-0.428596755,-0.435737694,-0.282876869,-0.056718997,-0.265459655,-0.111243486,-0.28215079,-0.242263685,-0.569918482,-0.008461411,-0.617172998,0.946594455,-0.284035241,-0.824348906,0.439331802,0.001201493,0.333468337,1.570113251,0.155028171,-0.10700147,0
ZM8YXDM-03,-0.038379252,-0.03290048,1.148479829,-0.611443941,-0.779554111,-0.004762571,0.699542285,1.203452682,0.051850978,1.610784166,-1.085966516,0.830331087,0.336123188,0.848507039,0.811617958,-0.337360284,-0.186020994,0.014050379,0.38502207,-1.500912542,-0.968850642,1.402179391,-0.192089856,-0.230969889,-0.886249699,0.827281285,-0.58042302,0.221666514,0.194353142,0.106203128,0.08033237,1.057986299,-0.773546773,-0.100217452,-0.51992206,-0.068254223,0.045159849,-1.58294564,-1.227741973,-1.12263515,0.119037796,-0.244728169,-0.714228464,-0.693335595,-0.942650858,-0.549657347,-0.261987296,-0.543847089,-0.130453176,3.038845317,1.14013035,-0.245408336,-0.38788987,-0.949421751,-0.874624248,-0.013925715,-0.727621491,-0.149557648,-1.085918037,-0.17043593,-0.379494074,1.735772783,1.734341486,-0.799445499,-0.357765703,-0.385379645,-0.413166573,-0.411323059,-0.411323059,-0.492271566,-0.464755626,-0.242965449,-0.435737694,-0.504860862,-0.342390413,-0.508491672,-0.417286832,-0.504943094,-0.340992148,-0.311853299,-0.126834201,-0.637730375,-0.044782282,-0.667192395,-0.746107873,-0.23489966,-0.387549695,0.308657658,1.349367842,-0.403834368,-0.339809133,0
ZM8YXDM-06,-0.160118117,0.147942266,0.248806579,0.506353403,-0.779554111,0.35707546,0.914677653,-0.455886455,1.009373024,0.446719456,-0.558550338,1.320148154,-0.89310084,1.373384702,0.686114603,0.667681246,0.227842331,0.543736587,0.713082561,0.214833922,-0.221557577,0.481864939,-0.079987985,0.064728827,-0.342012185,0.140325561,-0.898038265,-1.579045638,-0.065811517,0.622364953,0.149916142,-0.214204398,0.407977311,0.010050036,-1.412414915,0.83650045,0.232872057,-0.736574787,-0.866662799,-0.397057567,0.082313899,0.354559145,1.733900869,-0.699528939,-0.399718961,-0.404855146,-1.017610769,-0.341935764,-0.105893285,0.259937033,-0.85156792,-0.845523764,0.9509727,-0.291172329,-1.315632386,-0.339528697,-0.50881885,0.111975542,-0.548953494,-0.462968586,-0.435924944,-0.320705232,-0.319190708,-0.122746567,0.014408245,0.793327367,0.76493152,0.77343474,0.77343474,-0.2608165,0.447783919,-0.428596755,-0.435737694,-0.416279132,-0.392183319,-0.417905917,-0.321200264,-0.416386385,-0.301500762,-0.713912688,-0.399091619,-0.082681198,1.399026991,-1.062709458,-0.341095466,-0.23489966,-0.705618848,0.044601148,0.736913959,-0.575792072,-0.623317132,0
ZM8YXDM-11,0.214598356,-0.266877693,-0.692451372,4.172101186,2.516593742,-0.69880771,2.073676722,1.883859259,-0.104112644,-0.033378985,0.596252803,1.172097985,2.800166635,0.853164876,-2.001483072,0.258199177,-1.145665423,-0.086618223,1.334794302,1.594750259,0.288076486,0.47105944,-0.082809836,-1.659000136,-0.699597853,-0.058616249,-1.265989741,-1.218513463,-0.320760169,0.307992051,0.063072052,-0.047879993,-0.966974043,0.284303493,0.264189303,-0.489143227,-0.301036078,-0.139316583,-1.656542453,-1.205861344,-0.310593458,0.331052007,-0.276181292,-0.699085701,-0.313372109,-0.508813523,-0.736977757,0.059548269,0.00317886,0.32299546,0.50036332,-0.495242939,-0.342937283,-0.799384385,-0.113133494,-0.496813379,0.984679066,-0.429861985,-0.952270202,-0.639806245,-0.505037186,-0.49400772,-0.494840095,-0.400425826,-0.449918533,-0.051346666,-0.072441488,-0.07823239,-0.07823239,-0.516340993,1.400835226,-0.323005784,-0.433365281,-0.479347459,0.15790154,-0.485756772,-0.281268183,-0.479436898,-0.242263685,-0.764510148,-0.268881549,-0.648009064,0.426355485,-0.811391324,-1.086686488,-0.23489966,-0.470012068,-0.033375271,0.792591585,-0.532802646,-0.400856476,0
ZM8YXDM-12,0.801812019,0.669718405,-0.519743901,0.629281429,-0.779554111,0.134311605,0.357420882,0.315636154,-1.700346315,1.783311943,-0.657748405,0.397425113,1.005534833,0.449890645,0.750053422,-0.584765748,-0.355514918,-0.773176078,0.81323513,0.807718485,-0.18808885,0.226004038,-0.034518867,0.187183819,-0.002331156,0.480755443,0.347272025,0.138786214,0.181546395,0.805779191,0.059114739,0.100391053,-0.428852481,0.089285501,-0.770893122,-0.020881819,0.943026097,-0.606824714,0.735426421,1.181398356,-0.264823891,0.221361041,-0.08758052,-0.699495163,-0.590563499,-0.606174254,-0.989522819,-0.462195682,-0.083350078,0.154903606,0.960961225,-0.802877215,-0.42405362,-1.093229621,-0.022065296,-0.493951476,-0.200939464,-0.661593849,-0.632199278,-0.630810189,-0.495981154,0.527911299,0.526804435,-0.109377034,-0.171265966,0.24303333,0.300203857,0.250617141,0.250617141,0.018918601,0.165350127,3.509616086,-0.419336754,-0.461432991,-0.155373339,-0.437297397,-0.313158386,-0.46152749,-0.321246455,-0.691243574,-0.399091619,-0.966648406,0.630943837,-0.926750467,-1.017650282,-0.909131126,-0.587815458,0.018018278,0.771630596,-0.403834368,-0.466042622,0
ZMBVNFM-04,-0.782052664,-0.2528261,0.489889897,-0.611443941,-0.779554111,0.45788812,-0.938542689,-0.697523293,0.467613242,-1.16248868,0.036535816,-0.416260894,-0.217932707,-1.408388033,-0.684854624,0.116200722,-0.794188065,0.296009419,-0.706550193,-2.110586933,0.310187134,2.030548969,1.310446044,0.009429649,-0.302200352,-1.247733285,0.616370294,0.357696005,0.568396137,0.311648199,0.228039487,-0.171556141,-1.048044509,0.199327571,0.108409921,1.143344597,-0.332704244,1.114835166,0.546839087,0.382513375,-0.742801932,-0.523804066,0.003517713,-0.696927109,-0.661659231,-0.287491914,0.120211114,-0.804951258,-0.334524514,0.569513408,-0.135338761,0.99762921,-0.331879695,-0.721457126,0.94203344,-0.286957706,0.633355569,0.753137407,1.742227406,-0.235033427,-0.331959694,-0.810594207,-0.811210861,0.020570652,-0.422467598,-0.438749863,-0.476205772,-0.464872123,-0.464872123,1.630793892,-0.531467298,-0.298821619,-0.420280625,-0.707946453,0.676738383,-0.71411091,0.436760536,-0.707801408,-0.232912641,-1.35745947,-0.023253904,0.040916433,0.357279353,-0.647237762,5.615370168,0.879488392,0.013087273,-0.458151121,-0.505766823,-0.522194843,-0.79036071,0
ZMBVNFM-07,-0.71198284,0.711482077,-0.337954698,0.559432012,-0.779554111,-0.614248853,-0.938542689,-1.509295357,0.523452027,-1.16248868,0.333143451,0.710978823,0.552850453,-0.284794914,-0.071085746,-0.637526255,-1.145665423,0.104529268,-0.309671348,0.578714454,-0.225335353,1.02297293,1.723700722,0.812496909,-0.331599506,-0.976883854,0.203955088,-0.402618781,0.521404663,1.062270695,0.093564126,-0.650165122,0.411322151,1.167355951,-1.719571865,0.647328524,0.272331136,-0.063743024,1.065457328,1.338333076,-0.699925457,-0.998525959,-0.656357371,0.675869367,-0.514549727,-0.5835806,0.029077821,-0.006783013,-0.378649158,-0.563649479,-0.297187579,2.150562132,-0.356592092,0.885984862,0.691496289,-0.172406379,-0.664732421,0.809967853,1.254731373,-0.798799519,-0.473748226,-1.035212573,-1.035106,-0.335906571,-0.449039464,-0.438929604,-0.477612423,-0.466311699,-0.466311699,-0.557134207,-0.542137452,-0.428596755,-0.433045078,-0.999551886,-0.550442949,-1.005904141,-0.289310061,-0.999494389,-0.307391667,-1.405610781,-0.116146728,-0.834418121,-0.043780323,-0.916514327,0.681335515,0.234516287,-0.562059449,-0.49447342,-0.493874238,-0.660679672,-1.182167905,0
