,SampleID,Deseq_SLFN5,Deseq_CALCOCO1,Deseq_TRIM37,Deseq_TIAM1,Deseq_RPS5,Deseq_DYSF,Deseq_CDCP1,Deseq_TBC1D9,Deseq_MEFV,Deseq_KLF2,Deseq_HBA2,Deseq_BRI3,Deseq_SCARNA12,Deseq_FKBP8,Deseq_MKRN1,Deseq_UST,Deseq_MRPL43,Deseq_RPS20,Deseq_SCARNA2,Deseq_JADE2,metabolome_nRPLC_209.0819_5.9,metabolome_nHILIC_740.525_4.5,metabolome_nRPLC_495.2962_9.1,metabolome_nHILIC_447.2749_7.2,metabolome_pRPLC_146.06_3.6,metabolome_pHILIC_132.0766_9,metabolome_nRPLC_539.2489_8.8,metabolome_pRPLC_288.2172_5.1,metabolome_nHILIC_74.0246_9.6,metabolome_pRPLC_269.1382_7.1,metabolome_pRPLC_526.2924_9.8,metabolome_nRPLC_172.098_2.8,metabolome_nRPLC_445.3324_11.4,metabolome_nHILIC_174.056_3.8,metabolome_nRPLC_399.3268_11.1,metabolome_nHILIC_188.0023_1.6,metabolome_pHILIC_154.1225_1.6,metabolome_pHILIC_229.1181_10.5,metabolome_nHILIC_191.0561_8.5,metabolome_nRPLC_227.1289_6.9,proteome_F11,proteome_PSTK,proteome_BTD,proteome_PROZ,proteome_SERPINF2,proteome_IGHA1,proteome_CLEC3B,proteome_KV320_2,proteome_CAMP,proteome_LV743,proteome_KV320.2,proteome_CAPZB,proteome_HV313,proteome_LGALS3BP,proteome_VCL,proteome_PGLYRP2,proteome_HP,proteome_COMP,proteome_ORM2,proteome_C1R,gut_genus_Ruminococcus,gut_genus_Erysipelotrichaceae_incertae_sedis,gut_genus_Clostridium.IV,gut_genus_Dorea,gut_genus_unclassified_Porphyromonadaceae,gut_family_Porphyromonadaceae,gut_genus_unclassified_Clostridiales_Incertae.Sedis.XIII,nares_phylum_Proteobacteria,nares_genus_unclassified_Neisseriaceae,nares_family_Neisseriaceae,nares_order_Neisseriales,nares_order_Bacillales,nares_genus_Staphylococcus,nares_family_Staphylococcaceae,nares_class_Betaproteobacteria,nares_family_Comamonadaceae,nares_family_Propionibacteriaceae,nares_genus_Propionibacterium,IL2,LEPTIN,IL5,IP10,CHEX1,IL12P40,PDGFBB,CHEX4,MIP1B,IFNB,CD40L,GCSF,RESISTIN,label
108,ZUPAQVU-09,0.147881366,-0.584781246,0.207009679,0.046288758,-0.732512712,-0.585066955,0.229920629,-0.41655503,-1.01238624,-1.126322568,-0.551887447,-0.989118647,0.83939636,-0.906483873,0.347205588,1.396458694,0.938791589,-0.78479483,-0.201298165,-0.507778904,-0.154858286,0.040369419,-0.161469725,-0.205439943,-0.82971016,-0.671286408,-0.507736428,-0.293514651,-0.121667901,-0.603361499,0.810365954,-0.955903522,0.114729756,-0.715257997,0.62016062,-0.703312728,-0.697497926,-0.076275456,1.433985372,-0.65102016,0.007092653,-0.254743713,0.17419573,0.336307827,0.019224476,0.466997892,0.0031025,0.096009574,0.211742597,0.444532331,1.213368093,-0.580862248,-0.374340941,0.564943163,0.382407762,-0.559084611,0.121187791,-0.57454307,0.315431675,-0.538936395,-0.796365799,-0.053758381,2.25156834,-0.701621988,-0.435737694,-0.803210305,-0.417286832,1.60646273,1.820856429,1.79577423,1.79577423,0.392285741,0.399637267,0.399299551,1.792148024,-0.22671977,1.171596829,1.170334422,-0.279018709,0.062753499,-0.456291225,0.764367024,-0.258898298,0.907801712,0.246153638,0.683382442,-0.931146706,-0.36649401,-0.218425445,-0.390685659,0.918404547,0
39,ZLTUJTN-07,-0.277465495,-0.584781246,0.19434082,0.492396804,-0.732512712,-0.585066955,-0.820011371,-1.203256739,0.102228963,-0.205814694,-0.717604576,0.077064025,-0.899657502,-0.906483873,-1.187145825,0.384042175,-0.049980953,-0.78479483,-0.547940861,-1.173254843,-0.139751016,-0.25707731,-0.410213846,3.01790248,2.830684576,-0.59180554,-0.33552834,0.42994968,-0.457423676,0.745566945,0.709141381,0.109536121,0.012747966,1.330610203,-0.480246667,0.568377338,0.774636877,-2.174523509,-0.857249942,-0.172326249,1.629221067,-0.093801587,1.175495472,0.545486455,1.159258188,0.420851689,-0.318298807,0.318248265,-1.759398026,-0.9964194,0.939038143,-0.791010362,0.233470432,-0.285805928,-0.016150518,0.493271666,0.481645881,-0.668965435,0.921099707,1.247355294,-0.799445499,0.033802112,-0.403936884,-0.387052496,0.35790126,0.571717754,-0.165271036,-0.258021206,-0.436524656,-0.162470913,-0.162470913,0.277655865,0.23516267,0.234871412,-0.172424253,-0.428596755,-0.580502196,-0.583039218,-0.25989033,-0.031814832,-0.522462419,0.12449462,1.819706009,0.734135385,0.490018802,0.452361735,-0.784484621,-0.371049168,-0.263551936,0.895910446,0.508504738,0
56,ZM8YXDM-01,-0.939100232,-0.584781246,-0.783860866,-0.692055513,-0.111860563,-0.585066955,1.299458679,0.034493934,0.63440845,0.400297315,-0.557692291,0.053041736,-0.899657502,-0.906483873,-0.390242981,1.091789039,-0.947872583,-0.78479483,-1.087149846,-1.173254843,-0.148047421,-1.049063862,0.102269607,-0.214042428,-0.510846807,-0.719461204,-0.447534884,0.376983186,-0.785479539,0.119525526,1.037302013,-0.244305982,-0.138711966,-0.196779407,0.501260873,-0.768201977,-0.699648357,-0.138829341,1.496684664,-0.626395189,-0.906924489,0.232160551,-0.895106962,0.859317357,-0.47454034,-0.05722702,1.03181684,-0.53962637,-0.475021561,-0.696226742,-0.331610949,0.177801696,-0.751299739,-0.788930957,-0.398301715,0.939437929,-0.169844393,0.25251575,-0.095480069,0.550018737,1.720646172,-0.175593384,-0.512016655,0.329400351,-0.047012801,0.472548174,0.167418654,-0.15966036,-0.008937955,-0.001493088,-0.001493088,-0.657251962,-0.654593883,-0.654633822,0.001518567,-0.337146252,-0.307485434,-0.318886612,-0.13797329,0.954562281,-0.39381577,0.573950051,-0.255632637,0.473232532,2.156969506,0.257924935,-0.806921231,-0.251894183,-0.116317625,0.199119799,0.867747892,0
44,ZLTUJTN-2011,-0.274416863,-0.584781246,0.198848105,-0.692055513,0.303326656,-0.585066955,-0.820011371,-1.203256739,-1.01238624,0.428053376,-0.717604576,-0.989118647,-0.068202275,0.452782063,-0.083123902,-1.121268334,0.926940009,-0.78479483,-1.087149846,-0.101511153,-0.158260262,0.27734243,-0.488919599,1.1970026,1.31393813,0.524919912,-0.506790618,0.114357247,-0.42312622,-0.183826617,-0.745289108,0.191665539,0.088229357,0.815967961,-0.456820618,-0.177896793,0.861633643,-0.44131094,-0.865073624,-0.371474642,-0.55526746,-0.980385711,0.573308596,0.362192708,1.203564571,-2.451741956,3.414494716,-2.0187841,-0.462606406,-1.642950883,-1.074511441,-0.280278473,-0.403355249,-0.286734344,1.210316775,0.493882486,0.812089038,2.698145219,-1.276604879,1.432211128,-0.62490368,-0.456431638,-0.508772121,-0.956494052,2.805683769,-0.030328091,-0.417286832,-0.495903964,-0.438929604,-0.413728092,-0.413728092,2.386687403,2.392569478,2.391668842,-0.427456619,-0.428596755,-0.937410383,-0.936696914,-0.197360835,0.049616082,-0.320927739,4.884297892,-1.080756127,1.125086302,0.543799956,0.541563274,-0.627190757,-0.310317624,-0.413142681,-0.243234295,0.423400922,0
81,ZNDMXI3-01,-0.119619345,0.980867506,0.427710322,0.210743193,0.503676515,0.231758973,0.463776271,1.237814945,-0.162817923,1.149689516,0.508043785,1.08661321,0.125434593,-0.100194334,0.447442307,0.47933839,1.247557018,0.706640118,1.167101565,0.433092421,-0.160338857,-0.499770602,-0.177488981,-0.13321696,-0.289435208,0.253351707,-0.363558768,-0.3864323,0.708145288,0.341984586,0.166341712,-1.088996318,0.532121681,0.00307524,-0.164371441,-0.751932734,-0.699547796,1.296670316,-0.707147393,-0.541584419,0.831976541,-1.367822008,0.646401032,0.828454589,0.090205854,0.885306698,1.214565026,-0.357684455,-1.31706166,-0.200966083,-0.590859877,-1.404550739,-0.843688266,-0.444522242,-1.095300382,1.411965479,1.023489107,-0.163618793,0.451669786,1.718615616,-0.799445499,-0.456431638,-0.238493867,-0.611766373,-0.431880704,-0.06059069,-0.417286832,-0.049897171,-0.438929604,-0.465307547,-0.465307547,1.601339578,1.61640721,1.615725807,-0.474540964,0.005786527,-0.240588259,-0.239687572,-0.169952714,-0.009776459,-0.355955238,2.057422171,-0.015813368,1.755215543,0.606512145,-0.223731147,0.047584284,-0.357548165,-0.060271716,1.843230366,3.789205256,0
33,ZLGD9M0-07,1.421588706,0.743637843,-0.783860866,0.820135877,-0.732512712,-0.585066955,-0.820011371,0.407974766,0.41064404,0.562070555,-0.717604576,1.222794059,2.053338239,0.444054282,-0.367520292,0.947719953,1.72831884,-0.78479483,1.258285676,0.189696053,-0.042680419,-0.538443537,-0.281330929,1.699523641,0.028361278,-0.997121293,0.229721393,-0.862375771,-0.300139615,3.147273821,0.126355957,-1.070341286,-1.260947093,-0.013168426,-0.868552909,0.686427958,-0.692639718,-0.565404233,1.036954094,-0.368287255,0.809899255,1.005844329,1.091522494,0.360865228,1.502316183,-1.726365012,1.395484943,-0.596575069,-0.999894301,-0.577946808,-1.434073966,-0.098579689,0.98476365,0.363153214,0.56848075,0.495531879,1.437704579,-2.675609534,-0.783588193,2.506687327,0.743158877,-0.115347172,-0.371344438,0.093513463,-0.404016645,1.86763724,1.370647107,-0.391363803,-0.438513265,-0.447316949,-0.447316949,-0.590322856,-0.588043659,-0.588102396,-0.43287381,1.050842439,0.895885956,0.896890552,-0.347651295,-1.29429094,-0.3342133,-0.303094212,0.041005742,0.120217052,-1.109762097,-1.36005304,-0.424331797,-0.486653506,-0.291619233,-0.230969891,-0.819501894,0
18,ZL63I8R-05,-0.238201987,-0.584781246,-0.783860866,-0.692055513,-0.732512712,-0.585066955,-0.820011371,-1.203256739,-0.285754354,0.75349518,0.370673622,-0.989118647,-0.022900934,-0.216868128,-0.012568255,0.623899709,0.00330279,-0.78479483,-1.087149846,0.254949028,-0.152358715,-0.770761947,-0.359613405,-0.190138524,-0.423004218,-0.295671099,-0.33843585,-0.36908871,-0.702987864,-0.54397078,-0.491719073,-0.865661746,0.643631367,0.15895174,0.698688378,-0.386939459,-0.699823233,0.039444695,1.539663101,-0.186934585,0.094570953,2.621094503,-0.473165633,-3.633077723,-0.625700383,0.273706749,-0.546446385,0.17928294,-0.502196923,0.834452792,0.161993254,0.709722897,-0.016372976,-0.131359401,-0.151000325,-0.223980503,0.132268166,-0.026734337,-0.34031967,-0.276106824,-0.799445499,-0.456431638,1.046050177,-0.893676906,-0.435737694,-0.802490152,-0.417286832,-0.514411526,-0.427313509,-0.453197797,-0.453197797,-0.447609537,-0.439644847,-0.4397455,-0.464597077,-0.397540587,-0.076402813,-0.075458015,-0.273346236,-0.725167741,0.047810932,-0.650981493,0.538963834,0.759335875,0.232341803,0.244831638,-0.739339216,-0.419617461,-0.409193748,-0.227379989,-1.08660599,0
58,ZM8YXDM-03,-0.939100232,-0.584781246,-0.783860866,-0.692055513,-0.732512712,-0.585066955,0.874848179,-1.203256739,0.669639821,-1.126322568,-0.717604576,0.754263821,0.453671562,-0.906483873,-0.079528762,-3.031326307,-0.947872583,-0.78479483,0.235095549,0.437757206,-0.149778141,-0.949421751,-0.130453176,0.159119983,1.36001526,-1.145250268,-0.472325403,-0.543847089,-0.013925715,0.665040754,0.136947698,-1.026741933,-0.321939548,0.727105922,0.387602144,-0.149557648,-0.693335595,-0.540236657,-0.188277186,-0.667545585,-2.808575311,-1.50955733,-1.58294564,0.669409403,-1.12263515,1.057986299,-1.276471585,-0.181695337,1.039556805,0.065605413,0.035883832,1.091157042,0.250999761,-0.773546773,0.307759558,-0.06077759,-0.886249699,1.188944791,0.444377802,-0.968850642,-0.799445499,-0.357765703,-0.379494074,-0.492271566,-0.435737694,-0.342390413,-0.417286832,-0.464755626,-0.385379645,-0.411323059,-0.411323059,-0.508491672,-0.504860862,-0.504943094,-0.413166573,-0.242965449,1.734341486,1.735772783,-0.250209379,-0.685575404,-0.003210252,-0.977413727,0.792112175,1.050711652,-0.219503033,-0.776005958,-0.545809562,-0.373362162,-0.241019318,0.014924486,-1.052059907,0
126,ZWFDEY0-08,-0.939100232,0.4180745,0.748172168,-0.692055513,-0.732512712,-0.585066955,-0.820011371,0.01310095,0.610877842,-1.126322568,-0.717604576,0.68070783,0.396572524,-0.906483873,-0.14486941,0.305807869,-0.947872583,-0.78479483,0.188902593,0.737322622,-0.155329067,-0.710358709,-0.036975465,-0.179216797,0.673673933,0.980382275,-0.176278328,0.336351209,-0.29369101,-0.587763641,1.041000839,-0.644377383,2.72454314,-0.506786957,3.615657492,-0.033382302,0.645675754,-0.965142504,-0.805871879,-0.160015022,-1.14480573,0.094943968,-1.320474859,0.011873648,0.950669154,-0.465634373,-0.612578989,-0.367436296,-0.068279606,-2.237007221,-0.833966132,0.650507343,0.057534131,-2.908173448,-0.662731497,-1.572063169,-0.550374417,-1.118055067,-1.25687305,-3.765462405,0.271993123,-0.456431638,-0.472606296,-0.788033795,-0.435737694,-0.239064454,-0.417286832,-0.243375369,-0.278667216,-0.306146836,-0.306146836,-0.589966157,-0.585179288,-0.585238834,-0.317028056,-0.12391196,-0.264806664,-0.263912485,-0.319810748,-1.058589999,-0.113544601,-0.888687475,0.92857613,0.859139234,-0.157476787,-0.191958878,-0.63621162,-0.441809015,-0.526145821,-0.422221073,-1.284040853,0
78,ZN9YTFN-6011,0.731545181,0.500143936,0.873547217,-0.133025914,0.343324023,1.942624724,1.27221314,-0.607613815,-0.486317879,-0.691867639,-0.717604576,-0.989118647,0.170672076,-0.064612644,-0.202774249,-0.935943707,0.864550349,-0.78479483,-0.673606035,0.331599856,-0.153016486,3.306136327,-0.478511914,-0.200161773,-0.575854626,-1.490160904,2.671622492,0.658154466,-1.624910312,0.848555686,1.075580278,-0.714683159,0.380306643,-0.227052727,-0.061408091,0.826898644,-0.698121927,-0.719834834,-0.137205302,-0.602318227,-0.092430863,-1.356877473,1.497034328,0.247904766,-0.605641391,1.53022973,1.522342234,0.448912324,-0.445457134,-0.16406741,0.720605793,0.458578754,1.324794343,0.35780355,-1.314084216,0.134882116,-0.757103027,-0.204449132,0.375395628,-0.127158896,-0.654949562,1.088612896,-0.406518058,3.375853766,-0.435737694,-1.039532881,4.520751656,1.139223227,1.17238897,1.181195131,1.181195131,-0.635763209,-0.650958944,-0.650999909,1.632346953,-0.026628183,-0.893014823,-0.892964437,-0.2919702,-0.714323776,-0.146644906,-1.13712098,0.009940775,0.437679915,-0.883548729,-0.191958878,-0.791590158,-0.472492088,-0.346235014,-0.422221073,-1.099379404,0
147,ZYXQKWY-04,-0.939100232,-0.584781246,0.876003582,0.074929797,-0.064381175,-0.585066955,0.270648436,0.760178442,-0.290623554,-1.126322568,-0.717604576,0.132766164,-0.028776127,-0.906483873,0.571153738,-2.068763097,-0.947872583,0.355165601,0.276026706,-0.481964493,-0.147194282,0.351587677,-0.174069347,-0.197167115,0.244971978,1.181643541,-0.496336257,-0.071412008,-0.40220213,-0.908340804,-0.346346046,0.145398823,0.631715578,-0.622440975,-0.127124732,-0.32989138,1.474962611,-1.333977697,-0.856288568,0.2652223,0.514421816,0.243746552,-0.216120102,-1.830506627,0.666363351,1.353984317,-1.207935156,1.242365142,0.022015599,0.714990128,-0.909273883,0.97067648,1.480622536,-0.588722667,-1.184682177,0.614255554,0.545107194,-0.204528515,1.803826692,-0.432294218,-0.318624133,-0.456431638,-0.507723136,-0.196599292,-0.435737694,-0.884741913,-0.222179797,-0.423359257,-0.297060028,-0.318896874,-0.318896874,0.329029964,0.335742027,0.335422359,-0.333081332,-0.428596755,-0.29808108,-0.29719584,-0.298930337,-0.862886793,-0.069410861,-1.34119136,0.551358705,0.448626911,-1.055033057,-0.191958878,-0.814190672,-0.453610197,-0.387196849,-0.258291489,-1.398877193,0
12,ZKVR426-09,-0.939100232,-0.584781246,1.927857785,-0.692055513,-0.732512712,-0.585066955,-0.820011371,-1.203256739,-1.01238624,0.444027742,2.108065806,-0.989118647,-0.899657502,-0.906483873,0.164504929,2.240821762,2.440808708,-0.78479483,-1.087149846,-1.173254843,-0.149458104,-0.86099765,-0.440994873,3.59266318,-1.427623595,-0.009006467,-0.216696066,-0.080214962,0.005949093,-0.766890317,-0.44581122,3.493820596,-1.115403074,-1.006341696,-0.791970274,-0.240370554,0.575348016,1.425710383,-0.753061311,-0.920292278,-0.069020456,0.492744014,0.81468452,-0.442783546,0.219126749,0.293766165,-1.049063373,0.801676464,0.422668201,0.064821302,0.770488602,0.74156587,-1.168128381,-0.521109027,0.422136547,-0.785510028,0.908115327,1.017694001,0.850350629,-0.470018655,-0.646133813,-0.456431638,1.199931308,-0.828662839,-0.347740836,-0.106807198,-0.417286832,-0.264554546,-0.438929604,-0.427822015,-0.427822015,0.048999829,0.012030683,0.01180245,-0.339559157,-0.428596755,1.393031801,1.36762737,-0.305890474,-0.866815142,-0.201812081,-1.296828234,-0.432734958,0.733248789,-1.029492837,-0.191958878,-0.752039257,-0.453610197,-0.394425409,-0.149005099,-1.470433505,0
89,ZQFL1P3-6011,0.71846881,-0.584781246,-0.783860866,-0.692055513,-0.732512712,0.258842954,-0.820011371,0.350638889,0.706040833,0.292844915,-0.717604576,0.375209131,-0.899657502,0.39599521,-0.423828237,1.445344968,0.201103596,-0.78479483,-0.008308994,0.472621392,-0.15339676,-0.301426546,-0.405856211,-0.16144841,-0.689122231,-0.539825284,-0.457834283,0.667070967,-0.142565883,-0.678444772,0.202912486,-0.610715657,-0.489887775,-0.470325518,-0.550934998,-0.085062245,-0.698842393,-0.486640525,-0.637259077,-0.236622851,0.14949687,0.294156055,-0.622766467,0.261317425,0.356403605,1.056646244,-0.893447986,-0.03669647,-1.441867292,-0.140453266,-0.228838399,-0.445299533,0.856936957,0.544626698,0.302071353,0.150600288,0.624890237,0.188920266,-1.090562514,-0.410002678,0.212116582,-0.406658736,0.346427076,-0.307009811,-0.326958357,-0.593385444,0.359916239,-0.232968618,-0.151413068,-0.1786605,-0.1786605,0.750680968,0.724022506,0.725639749,-0.171640774,2.741418644,-0.658096575,-0.666080143,-0.38706543,-0.741296976,-0.422766176,-1.213336929,-0.50072206,0.218601026,-0.939409249,0.102216071,-1.041358511,-0.474650915,-0.421180653,-0.403834368,-1.189298429,0
94,ZTLIFAS-01,0.130809541,-0.584781246,-0.783860866,0.48663355,-0.732512712,-0.585066955,0.856094768,0.052629894,-1.01238624,0.794124611,-0.717604576,-0.989118647,-0.899657502,1.031526814,0.88909385,1.628107942,-0.947872583,-0.78479483,-0.2152111,0.423050423,6.730017037,-1.197621511,-0.055835735,-0.172067351,3.12768159,0.240346532,-0.351428404,-0.484476277,1.164973723,-0.226946268,-0.020487102,-0.939658558,-0.084082415,2.45779327,-0.153737354,-0.508582686,-0.697461264,-0.67860747,-0.404118427,-0.599127694,-2.757678381,-0.618497809,-5.638060446,-1.076635401,-3.019182773,0.10244082,1.545238004,-6.693946276,-0.578248836,-2.821377345,0.878727964,-1.080270128,-2.334016275,0.13585322,0.234786758,-5.955436532,-1.282224873,-2.295333212,-1.706007414,2.788708529,-0.702978936,1.734558181,-0.511028658,-0.106768664,-0.301151457,0.07769811,0.549923615,-0.164298312,-0.002627879,-0.026370684,-0.026370684,-0.332916337,-0.327480332,-0.327612667,-0.024474419,1.119806955,0.517171542,0.518275818,-0.275173172,-1.035451387,-0.02029869,-0.617172998,0.695243048,1.355712581,-0.511384773,0.102216071,-0.617266306,-0.391357922,-0.186679595,-0.446823794,0.085970215,0
28,ZL9BTWF-10,-0.939100232,-0.584781246,-0.783860866,-0.692055513,0.568448285,0.468313037,1.303681031,0.037245815,-1.01238624,-1.126322568,-0.717604576,0.055758657,-0.899657502,-0.268508124,-0.115346044,-0.332448999,0.891809913,-0.78479483,-1.087149846,0.172800136,-0.122011432,-0.59964237,-0.308346369,-0.180794145,-0.574846997,-0.835085113,-0.139835241,-0.021188963,0.648810534,-0.499221288,-0.218366006,-0.685082233,-0.321513421,0.017891108,-0.168413737,-0.147024987,0.799893751,0.802408093,0.342634846,-0.526358236,-1.618617007,-0.641898904,0.673532584,0.567626157,1.557492087,-3.167340524,0.385831237,0.464030835,-1.631959713,-1.048672918,1.329922647,-2.523250731,0.411485818,-0.376784891,0.142833503,-5.54762319,-2.718610617,-0.390553275,0.525899385,0.237649661,-0.618913177,0.26399279,-0.506375313,0.005209835,-0.435737694,-0.653642069,-0.417286832,-0.380950829,-0.284059594,-0.310964804,-0.310964804,-0.795103605,-0.790185257,-0.789377976,-0.317798429,0.394945422,-0.59560423,-0.596043564,-0.248845582,-0.690880869,0.050724984,0.862958141,0.626267541,-0.506513588,-0.63104753,0.607889669,0.213247596,0.418533521,1.845226224,0.326985875,0.051307741,0
123,ZWFDEY0-05,-0.939100232,-0.584781246,-0.783860866,-0.692055513,0.830821716,-0.585066955,-0.820011371,0.708920526,-1.01238624,-1.126322568,-0.717604576,1.63593503,-0.899657502,-0.906483873,-1.94986524,0.10341477,-0.947872583,-0.78479483,0.240439287,-1.173254843,-0.150301815,-0.427480231,-0.005848177,-0.184410548,-0.520239357,1.775589985,0.747642035,-0.431797128,1.229936554,-0.461245461,0.012061241,0.116955611,2.519550541,8.579268953,3.251547275,-0.348605177,2.255271824,1.270440461,-0.64550829,-0.679434218,-1.428325481,0.195951205,-2.745633324,0.055304736,0.982298338,0.01443544,-0.275373108,0.020665202,0.603207431,0.617920686,-1.023747785,0.438475967,0.864153311,-0.655056412,-1.25830422,-0.389541503,0.446976395,0.090351109,1.242269558,1.943614119,1.987059234,-0.432856598,-0.447291304,-0.846106771,-0.435737694,-0.938047455,-0.417286832,0.269865566,0.585053519,0.557048293,0.557048293,-0.831296881,-0.824555018,-0.82454695,0.539537281,-0.428596755,0.074584615,0.07556998,-0.242263685,-0.569918482,-0.008461411,-0.617172998,0.946594455,-0.284035241,-0.824348906,0.439331802,0.001201493,0.333468337,1.570113251,0.155028171,-0.10700147,0
167,ZTXY83G-01,-1.1967239,1.087995563,-0.545194256,-0.697484101,-0.77526484,-0.600423422,1.012692464,-1.059386579,-0.630817184,0.476658826,-0.604023105,0.560197618,-0.591401678,1.387953737,0.563094668,-0.22241297,-0.79429172,-0.898327548,0.011612441,0.481060333,-0.558221831,-0.126644695,0.682354158,-0.345723256,-1.267483946,-0.789074452,-1.103005901,-0.453650117,-0.512858943,0.061920043,1.018237786,0.375814812,-0.550449123,-1.338332263,-0.650503059,0.205688311,-0.496615964,0.202036139,-1.06947507,0.106082701,-0.940611758,0.047884156,-0.065922966,0.693700802,0.175224235,-0.972710311,0.341677507,-1.14670767,0.376059077,-0.878745222,-0.252629369,-0.229084838,-0.66924696,0.57712719,-1.450519554,0.16453422,0.832155756,0.695814963,-0.357886477,0.137453003,0.789797567,0.480857255,-0.241509789,-0.203746037,-0.424975554,0.377177219,-0.206134834,-0.588836592,-0.593937231,-0.6297453,-0.6297453,-1.10873461,-1.109734996,-1.109151708,-0.657687067,-0.446082838,-0.802054575,-0.801943067,-0.340992148,-0.311853299,-0.126834201,-0.637730375,-0.044782282,-0.667192395,-0.746107873,-0.23489966,-0.387549695,0.308657658,1.349367842,-0.403834368,-0.339809133,1
66,ZN0JE53-07,-0.355176502,0.350214668,-0.783860866,-0.048763404,-0.172132037,0.377919001,-0.820011371,1.107742578,-1.01238624,-0.299159201,1.36115469,0.567716361,1.184604369,0.547305867,0.594176141,-0.988442268,-0.155441049,-0.319642422,-0.067855334,0.481195648,-0.155442497,-0.675892112,-0.238010859,-0.190262135,-0.664031421,0.388833007,0.099425855,-0.832148233,0.034667579,-0.360411612,-0.651571528,0.214993683,-0.336601177,-0.146486736,-0.140224037,-0.723719149,1.820504171,-0.645022963,-0.527778159,-0.117277224,-0.802545182,-2.505566992,-0.327026708,1.203370483,0.264029615,-0.247899017,0.299889452,1.627042836,1.724242047,1.042628211,2.037392705,0.916133118,-1.03139033,1.188306241,0.179632407,-0.272148218,-0.086850856,0.648785761,1.407097858,-1.173267506,-0.78366457,3.948577216,-0.455627074,0.221153269,-0.435737694,0.456044181,-0.367926344,-0.219311203,-0.094118537,-0.119838761,-0.119838761,-0.360942522,-0.353063154,-0.353188263,-0.134980254,-0.428596755,1.604829467,1.606225967,-0.301500762,-0.713912688,-0.399091619,-0.082681198,1.399026991,-1.062709458,-0.341095466,-0.23489966,-0.705618848,0.044601148,0.736913959,-0.575792072,-0.623317132,0
122,ZWFDEY0-01,-0.939100232,-0.584781246,-0.783860866,-0.692055513,-0.080016901,-0.585066955,2.329612126,-1.203256739,-1.01238624,-0.544202291,-0.717604576,-0.989118647,-0.899657502,-0.237519639,-0.329597113,0.128796753,-0.947872583,-0.78479483,-1.087149846,-0.498142186,-0.148409263,-0.260134517,-0.103262406,-0.190302177,-0.402222429,-0.889179151,-0.198849048,-0.672190208,-0.33137563,-0.231429553,0.93908598,0.099644935,2.623159507,-0.427408209,4.61598891,-0.125971062,-0.694580552,-0.600470766,-0.476841609,0.312986136,-1.09143108,0.669912237,0.95160582,-0.155605648,0.5848693,0.551730777,-1.069597593,-0.195445668,0.117128855,0.469873309,-1.416553462,0.546085828,1.147490275,-0.932516291,0.443920606,0.152302244,0.401725194,-0.8061271,-1.045691567,0.942747414,0.401731531,-0.456431638,-0.198237733,-0.585920318,-0.435737694,-0.772723504,-0.417286832,-0.527717535,-0.423981196,-0.449504967,-0.449504967,-0.320096795,-0.311742441,-0.311879222,-0.462318119,-0.428596755,-0.690418263,-0.689638434,-0.242263685,-0.764510148,-0.268881549,-0.648009064,0.426355485,-0.811391324,-1.086686488,-0.23489966,-0.470012068,-0.033375271,0.792591585,-0.532802646,-0.400856476,0
17,ZKVR426-2021,-0.939100232,-0.584781246,-0.783860866,-0.692055513,-0.732512712,0.959203188,-0.820011371,0.615337756,-1.01238624,1.079674406,0.723173735,-0.989118647,-0.899657502,-0.906483873,1.020360043,0.531028721,2.548748022,-0.78479483,1.012668422,0.987939091,-0.15464244,0.001654195,-0.434511204,-0.22218937,-0.80193907,-0.408885345,-0.24149256,-0.21301332,-0.103965628,-0.639306805,0.455411199,1.386232039,-1.544089747,-0.593042922,-0.955921209,-0.517436011,-0.697205769,2.175072987,-0.875956186,-0.878364078,-0.106978037,-0.015542835,1.487814937,0.536419423,0.50744383,0.391134675,-0.915011658,0.774821114,-0.008607224,0.055457326,0.423893067,-0.092080097,-0.621959229,-0.618308259,0.299094915,-0.842281775,0.660896322,0.12620303,0.616583627,-0.389017365,-0.293535413,-0.431498037,2.371909463,-0.617425344,1.287157359,0.376329373,0.101927269,-0.522105459,-0.434880115,-0.459296851,-0.459296851,2.896590368,2.911246033,2.910198893,-0.458844057,-0.1562672,-0.613893667,-0.613093277,-0.321246455,-0.691243574,-0.399091619,-0.966648406,0.630943837,-0.926750467,-1.017650282,-0.909131126,-0.587815458,0.018018278,0.771630596,-0.403834368,-0.466042622,0
